"Record ID","Catalog Number","Match Taxon Concept GUID","Scientific Name","Vernacular Name","Matched Scientific Name","Taxon Rank - matched","Vernacular Name - matched","Kingdom - matched","Phylum - matched","Class - matched","Order - matched","Family - matched","Genus - matched","Species - matched","Subspecies - matched","Institution Code","Collection Code","locality","Latitude - original","Longitude - original","geodetic Datum","Latitude - processed","Longitude - processed","Coordinate Uncertainty in Metres - parsed","Country - parsed","Collector","Year - parsed","Month - parsed","Event Date - parsed","Basis Of Record - original","Basis Of Record - processed","Sex","Taxon identification issue","Location Quality","ROW _ i","Data Resource ID","Data Resource Name","Water Observations From Space","Aridity index - annual mean","Distance - to any water (weighted)","2030A1BMk35M: Water potential - annual mean","Moisture - average","Moisture - variability","Occurrence status assumed to be present","Geodetic datum assumed WGS84","Name not recognised"
"0002f38b-b26d-4945-8a5e-f85fa2c718da","","","","","","","","","","","","","","","","","","","-36.03214002","144.571241","","-36.03214002","144.571241","","","","","","","","","","","true","1036","drt19609","","0.64935064","0.4170376","0.01","-1.4556811","43.0","8.0","true","true","true"
"004e7472-c0ce-4e06-9b24-ba15c5cee574","","","","","","","","","","","","","","","","","","","-34.78752597","142.48038","","-34.78752597","142.48038","","","","","","","","","","","true","648","drt19609","","1.2861736","0.27934048","0.0","-1.5","39.0","8.0","true","true","true"
"00666751-31bb-44cd-bb42-12778de23d5d","","","","","","","","","","","","","","","","","","","-37.80032496","148.363464","","-37.80032496","148.363464","","","","","","","","","","","true","465","drt19609","","2.1126761","","0.02828427","-0.98144364","52.0","8.0","true","true","true"
"006a632a-95ab-4213-8e1a-c38a7f5d0121","","","","","","","","","","","","","","","","","","","-37.48120202","142.787006","","-37.48120202","142.787006","","","","","","","","","","","true","168","drt19609","","63.636364","0.6793749","0.0","-1.1239115","48.0","6.0","true","true","true"
"009a4ed0-c757-417b-a339-3c9e51e1cdf5","","","","","","","","","","","","","","","","","","","-38.10993603","141.136893","","-38.10993603","141.136893","","","","","","","","","","","true","772","drt19609","","0.0","1.0518296","0.036055513","-0.8159471","","","true","true","true"
"00ad6355-1ff9-4171-8fb4-023e96e225f4","","","","","","","","","","","","","","","","","","","-36.03394104","144.570005","","-36.03394104","144.570005","","","","","","","","","","","true","1032","drt19609","","0.5952381","0.42040265","0.0","-1.4557873","43.0","8.0","true","true","true"
"00d2ee7e-6d38-45d9-869e-cc3f1d3b0656","","","","","","","","","","","","","","","","","","","-35.56173404","143.761478","","-35.56173404","143.761478","","","","","","","","","","","true","637","drt19609","","3.409091","0.34250742","0.0","-1.4211106","41.0","8.0","true","true","true"
"00d69b1a-6acd-4907-941b-63cdd1541e66","","","","","","","","","","","","","","","","","","","-37.22912097","143.800751","","-37.22912097","143.800751","","","","","","","","","","","true","836","drt19609","","22.923588","0.831356","0.02","-1.0152533","47.0","7.0","true","true","true"
"0192e250-4705-4444-bdf9-416ab7f6c4a7","","","","","","","","","","","","","","","","","","","-36.16035598","146.316876","","-36.16035598","146.316876","","","","","","","","","","","true","75","drt19609","","2.661597","0.66406816","0.05656854","-1.0813857","46.0","9.0","true","true","true"
"01995ccb-f0a8-40c4-a1c9-5bebb800cf85","","","","","","","","","","","","","","","","","","","-38.51353","145.35509","","-38.51353","145.35509","","","","","","","","","","","true","896","drt19609","","0.0","1.0045283","0.10816654","-0.82817537","","","true","true","true"
"01cde9a9-0da8-45d3-aba4-b8a6a5b7009d","","","","","","","","","","","","","","","","","","","-38.09994598","143.545306","","-38.09994598","143.545306","","","","","","","","","","","true","306","drt19609","","12.371134","0.70362383","0.0","-1.2043265","51.0","5.0","true","true","true"
"01cf1359-66a0-44ff-9a0b-0caae4ed0c02","","","","","","","","","","","","","","","","","","","-35.56173404","143.761478","","-35.56173404","143.761478","","","","","","","","","","","true","636","drt19609","","3.409091","0.34250742","0.0","-1.4211106","41.0","8.0","true","true","true"
"022d49df-5217-4298-b666-7fe80373758f","","","","","","","","","","","","","","","","","","","-38.08809103","143.697038","","-38.08809103","143.697038","","","","","","","","","","","true","1150","drt19609","","0.0","0.67460996","0.0","-1.2168447","51.0","6.0","true","true","true"
"02574b2a-7bb5-40fe-89c3-4e25d7785746","","","","","","","","","","","","","","","","","","","-37.23692704","148.839339","","-37.23692704","148.839339","","","","","","","","","","","true","375","drt19609","","1.1299435","1.6486523","0.0","-0.5317713","60.0","7.0","true","true","true"
"025ac1c2-af24-48d0-ad34-d5a1a0ec5886","","","","","","","","","","","","","","","","","","","-36.47214702","144.793118","","-36.47214702","144.793118","","","","","","","","","","","true","297","drt19609","","45.679012","0.53707826","0.0","-1.333353","45.0","8.0","true","true","true"
"0267d57d-aa36-4f90-8aa0-fa5eaa545ec6","","","","","","","","","","","","","","","","","","","-37.838112","146.27153","","-37.838112","146.27153","","","","","","","","","","","true","356","drt19609","","1.2244898","4.81119","0.089999996","-0.01960355","77.0","5.0","true","true","true"
"02c1eed4-5075-46e1-b71a-dafd10bd5684","","","","","","","","","","","","","","","","","","","-38.51353","145.35509","","-38.51353","145.35509","","","","","","","","","","","true","899","drt19609","","0.0","1.0045283","0.10816654","-0.82817537","","","true","true","true"
"030ed444-ac8f-4c6e-8004-5bcc39d0ff44","","","","","","","","","","","","","","","","","","","-38.51353","145.35509","","-38.51353","145.35509","","","","","","","","","","","true","891","drt19609","","0.0","1.0045283","0.10816654","-0.82817537","","","true","true","true"
"034b1ccf-5de9-4547-ace6-fa29b8f542bc","","","","","","","","","","","","","","","","","","","-35.56013402","143.761415","","-35.56013402","143.761415","","","","","","","","","","","true","635","drt19609","","4.972376","0.34250742","0.0","-1.4211106","41.0","8.0","true","true","true"
"036a444e-8698-4078-93b3-450bdaea484a","","","","","","","","","","","","","","","","","","","-34.27485198","142.21124","","-34.27485198","142.21124","","","","","","","","","","","true","1192","drt19609","","0.0","0.22595212","0.0","-1.5","38.0","9.0","true","true","true"
"037d0464-46c9-41b1-a411-966df10f854d","","","","","","","","","","","","","","","","","","","-37.37310899","146.764511","","-37.37310899","146.764511","","","","","","","","","","","true","595","drt19609","","0.0","4.262353","0.0","-0.18561217","73.0","6.0","true","true","true"
"03aea01d-6413-4a59-8020-cbdbb59a64da","","","","","","","","","","","","","","","","","","","-37.43040903","143.723015","","-37.43040903","143.723015","","","","","","","","","","","true","710","drt19609","","45.588234","0.9875285","0.0","-0.8908064","","","true","true","true"
"03c47f7d-d5ef-4881-8f1d-c8e64dac1ef2","","","","","","","","","","","","","","","","","","","-38.46600599","145.279008","","-38.46600599","145.279008","","","","","","","","","","","true","1013","drt19609","","17.44186","0.9677328","0.044721358","-0.82939416","57.0","4.0","true","true","true"
"0422ba5d-28d7-4a48-893a-251805860678","","","","","","","","","","","","","","","","","","","-34.71098201","142.871729","","-34.71098201","142.871729","","","","","","","","","","","true","935","drt19609","","6.542056","0.27241495","0.03","-1.5","38.0","8.0","true","true","true"
"0428e658-3f4c-4db5-9a38-dce62cf1ee48","","","","","","","","","","","","","","","","","","","-37.90057302","147.494421","","-37.90057302","147.494421","","","","","","","","","","","true","842","drt19609","","0.0","0.747773","0.094868325","-1.3275278","51.0","6.0","true","true","true"
"045111fe-e376-42d6-906b-7f7d33ce7771","","","","","","","","","","","","","","","","","","","-37.22868201","143.800102","","-37.22868201","143.800102","","","","","","","","","","","true","832","drt19609","","23.024055","0.831356","0.02","-1.0152533","47.0","7.0","true","true","true"
"049c88ba-c33b-4024-a71a-e688813cb2b1","","","","","","","","","","","","","","","","","","","-38.25854097","144.064301","","-38.25854097","144.064301","","","","","","","","","","","true","502","drt19609","","17.54386","0.7892056","0.0","-1.1457316","51.0","6.0","true","true","true"
"04a548ac-b79e-4406-8f77-12615c811320","","","","","","","","","","","","","","","","","","","-37.80049","148.362876","","-37.80049","148.362876","","","","","","","","","","","true","455","drt19609","","3.9568346","","0.02828427","-0.98144364","52.0","8.0","true","true","true"
"04e0260f-57dd-4b98-872e-c6df764b2067","","","","","","","","","","","","","","","","","","","-37.77596002","148.577332","","-37.77596002","148.577332","","","","","","","","","","","true","194","drt19609","","0.0","0.8292823","0.0","-0.7244701","55.0","6.0","true","true","true"
"04e9581c-27b9-4f7b-98ba-5c5e238c0d95","","","","","","","","","","","","","","","","","","","-36.93427504","148.215053","","-36.93427504","148.215053","","","","","","","","","","","true","1124","drt19609","","0.0","2.6943824","0.08","-0.22174755","60.0","7.0","true","true","true"
"0515f99d-7c7e-410a-8698-8acf8dba4d5b","","","","","","","","","","","","","","","","","","","-36.10206203","141.956032","","-36.10206203","141.956032","","","","","","","","","","","true","550","drt19609","","48.9899","0.39189264","0.0","-1.450242","41.0","9.0","true","true","true"
"052152ba-098b-4d0f-a30f-e61b918e798e","","","","","","","","","","","","","","","","","","","-36.650111","141.935415","","-36.650111","141.935415","","","","","","","","","","","true","919","drt19609","","0.729927","0.50489575","0.01","-1.2839453","41.0","8.0","true","true","true"
"05617163-19bc-4f2f-9922-8c91c8a554a7","","","","","","","","","","","","","","","","","","","-37.56221504","142.263863","","-37.56221504","142.263863","","","","","","","","","","","true","145","drt19609","","5.676856","0.7939851","0.0","-1.0412991","50.0","6.0","true","true","true"
"05829031-f1f7-4bfc-89e3-992ba2b6b0f6","","","","","","","","","","","","","","","","","","","-34.78732799","142.479918","","-34.78732799","142.479918","","","","","","","","","","","true","645","drt19609","","0.33112583","0.27848637","0.0","-1.5","39.0","8.0","true","true","true"
"05b51777-9f96-4745-99ca-a4a423ecd4e0","","","","","","","","","","","","","","","","","","","-36.07977304","146.189385","","-36.07977304","146.189385","","","","","","","","","","","true","248","drt19609","","4.6413503","0.59429646","0.01","-1.2366285","45.0","8.0","true","true","true"
"06190baf-114f-4780-9b52-b7c1489df156","","","","","","","","","","","","","","","","","","","-37.818196","143.748504","","-37.818196","143.748504","","","","","","","","","","","true","402","drt19609","","0.0","0.8801294","0.0","-0.93279034","53.0","6.0","true","true","true"
"061c2642-2d32-4a06-9302-16f15479f942","","","","","","","","","","","","","","","","","","","-38.12582703","147.076194","","-38.12582703","147.076194","","","","","","","","","","","true","1055","drt19609","","11.180124","0.5983998","0.0","-1.3515185","50.0","6.0","true","true","true"
"0624fd8c-acca-49e0-8dbe-828a30d9c539","","","","","","","","","","","","","","","","","","","-36.65030002","141.934315","","-36.65030002","141.934315","","","","","","","","","","","true","926","drt19609","","9.316771","0.50489575","0.01","-1.2839453","41.0","8.0","true","true","true"
"06526034-a199-4130-9b25-ab1771ee5574","","","","","","","","","","","","","","","","","","","-36.620744","145.184568","","-36.620744","145.184568","","","","","","","","","","","true","408","drt19609","","4.9562683","0.63463604","0.02828427","-1.2034917","46.0","8.0","true","true","true"
"06a988f8-411c-456f-ab07-fe4768c41a06","","","","","","","","","","","","","","","","","","","-37.81811404","143.749165","","-37.81811404","143.749165","","","","","","","","","","","true","404","drt19609","","0.44052863","0.8801294","0.0","-0.93279034","53.0","6.0","true","true","true"
"079a75cf-a34b-4208-a959-ea55c689a4c1","","","","","","","","","","","","","","","","","","","-37.73981198","148.8655","","-37.73981198","148.8655","","","","","","","","","","","true","1214","drt19609","","0.70422536","1.0386746","0.0","-0.5883556","57.0","7.0","true","true","true"
"07a59e2b-c4cc-4460-a319-f4e03c388e4f","","","","","","","","","","","","","","","","","","","-36.07922997","146.189692","","-36.07922997","146.189692","","","","","","","","","","","true","247","drt19609","","6.8702292","0.59429646","0.01","-1.2366285","45.0","8.0","true","true","true"
"081c0efd-94e3-4249-95bd-140e6f2bb39c","","","","","","","","","","","","","","","","","","","-36.042314","143.785326","","-36.042314","143.785326","","","","","","","","","","","true","1208","drt19609","","9.090909","0.4011852","0.0","-1.3489472","41.0","9.0","true","true","true"
"0858f335-53f7-4cbb-978e-742585c522e3","","","","","","","","","","","","","","","","","","","-38.246509","146.929232","","-38.246509","146.929232","","","","","","","","","","","true","572","drt19609","","0.0","0.7622243","0.014142135","-1.1776261","53.0","6.0","true","true","true"
"0881120c-2712-4a26-9d23-c70918e9fefc","","","","","","","","","","","","","","","","","","","-37.42933698","143.721954","","-37.42933698","143.721954","","","","","","","","","","","true","712","drt19609","","48.37545","1.0250305","0.0","-0.86085","","","true","true","true"
"089be2db-f1d3-42bc-ac83-59ce85aa20d8","","","","","","","","","","","","","","","","","","","-37.68242402","145.350085","","-37.68242402","145.350085","","","","","","","","","","","true","1080","drt19609","","0.0","0.8157122","0.0","-1.0220903","58.0","8.0","true","true","true"
"08c550b5-3d41-47e7-b895-b717136b5608","","","","","","","","","","","","","","","","","","","-36.15720497","146.962849","","-36.15720497","146.962849","","","","","","","","","","","true","1160","drt19609","","0.22075056","0.9463326","0.0","-0.84060305","51.0","11.0","true","true","true"
"0996bb00-d4b4-4e78-9098-09a5e6785cc4","","","","","","","","","","","","","","","","","","","-34.14365801","141.848332","","-34.14365801","141.848332","","","","","","","","","","","true","562","drt19609","","18.439716","0.2052981","0.0","-1.5","37.0","10.0","true","true","true"
"09a4ab16-f609-4711-b85e-2e74f67c0437","","","","","","","","","","","","","","","","","","","-38.38807197","144.870165","","-38.38807197","144.870165","","","","","","","","","","","true","101","drt19609","","3.125","0.8610046","0.0","-1.0081364","","","true","true","true"
"0a1635e2-debe-4e9d-97cc-6ce4325363d0","","","","","","","","","","","","","","","","","","","-38.31381904","145.624131","","-38.31381904","145.624131","","","","","","","","","","","true","677","drt19609","","0.95238096","1.0992326","0.06403124","-0.6162987","61.0","8.0","true","true","true"
"0a415f62-99ad-4c23-bb4f-658e6282787a","","","","","","","","","","","","","","","","","","","-37.68204499","145.349908","","-37.68204499","145.349908","","","","","","","","","","","true","1074","drt19609","","0.0","0.81477","0.01","-1.0350742","58.0","8.0","true","true","true"
"0a43716b-6371-4fb4-aad9-d8ad0f296e7d","","","","","","","","","","","","","","","","","","","-38.33220701","143.585624","","-38.33220701","143.585624","","","","","","","","","","","true","272","drt19609","","75.86207","0.94913596","0.0","-0.98316807","","","true","true","true"
"0a8bd484-4778-42cf-96a7-84ab62d0ec75","","","","","","","","","","","","","","","","","","","-37.58771698","142.447615","","-37.58771698","142.447615","","","","","","","","","","","true","114","drt19609","","10.447762","0.7942135","0.0","-1.0043088","50.0","7.0","true","true","true"
"0ab045d7-ec6c-449c-ac93-808963d587f2","","","","","","","","","","","","","","","","","","","-36.72586002","146.799202","","-36.72586002","146.799202","","","","","","","","","","","true","219","drt19609","","0.0","4.5252843","0.0","-0.41727984","72.0","7.0","true","true","true"
"0ad817c3-5e98-4557-a5a8-44fe1f1f2b44","","","","","","","","","","","","","","","","","","","-38.38851898","144.870206","","-38.38851898","144.870206","","","","","","","","","","","true","95","drt19609","","1.8292683","0.8610046","0.0","-1.0081364","","","true","true","true"
"0b045926-1a24-49a7-a1fb-928b6700cae2","","","","","","","","","","","","","","","","","","","-38.31355099","145.62365","","-38.31355099","145.62365","","","","","","","","","","","true","663","drt19609","","0.0","1.0992326","0.06403124","-0.6162987","61.0","8.0","true","true","true"
"0b0c7603-07fc-4943-a93d-dfb5b4a68104","","","","","","","","","","","","","","","","","","","-36.90019003","148.091179","","-36.90019003","148.091179","","","","","","","","","","","true","881","drt19609","","0.0","1.8140924","0.0","-0.5603374","56.0","6.0","true","true","true"
"0b588961-5c57-43ee-bb58-22ef094cde5f","","","","","","","","","","","","","","","","","","","-37.56278501","142.264038","","-37.56278501","142.264038","","","","","","","","","","","true","158","drt19609","","5.676856","0.7939851","0.0","-1.0412991","50.0","6.0","true","true","true"
"0bc420d3-2199-4c9c-9854-29afc1579cfe","","","","","","","","","","","","","","","","","","","-36.09503598","146.200604","","-36.09503598","146.200604","","","","","","","","","","","true","966","drt19609","","16.535433","0.6080298","0.0","-1.2252936","46.0","8.0","true","true","true"
"0c757fc6-572d-4a37-8f97-1f878d3507bd","","","","","","","","","","","","","","","","","","","-37.58745798","141.114624","","-37.58745798","141.114624","","","","","","","","","","","true","808","drt19609","","0.0","0.90165585","0.13","-0.8872292","49.0","6.0","true","true","true"
"0c890b50-0bc1-4253-97c3-c3faa3a834a2","","","","","","","","","","","","","","","","","","","-36.83575901","141.158837","","-36.83575901","141.158837","","","","","","","","","","","true","128","drt19609","","54.263565","0.6994818","0.0","-1.0865369","46.0","6.0","true","true","true"
"0ce362e9-80b1-4fb9-8591-b72a23895dd4","","","","","","","","","","","","","","","","","","","-38.07065098","143.417465","","-38.07065098","143.417465","","","","","","","","","","","true","508","drt19609","","46.4455","0.7286894","0.0","-1.1620388","52.0","4.0","true","true","true"
"0d01d472-bd01-4ef9-8a0f-5fb937c9c182","","","","","","","","","","","","","","","","","","","-37.56278501","142.264038","","-37.56278501","142.264038","","","","","","","","","","","true","153","drt19609","","5.676856","0.7939851","0.0","-1.0412991","50.0","6.0","true","true","true"
"0d1ad4e5-9405-4c26-a731-c670a9391ba1","","","","","","","","","","","","","","","","","","","-38.41590702","144.933866","","-38.41590702","144.933866","","","","","","","","","","","true","859","drt19609","","0.0","1.1739199","0.03","-0.72167593","","","true","true","true"
"0d48f0a7-d5f1-4e24-b8dd-041fa4fcf803","","","","","","","","","","","","","","","","","","","-36.78801502","141.749047","","-36.78801502","141.749047","","","","","","","","","","","true","1129","drt19609","","19.411764","0.5853666","0.0","-1.2424598","43.0","7.0","true","true","true"
"0d5c6c38-842c-4fec-a77a-c779c57801de","","","","","","","","","","","","","","","","","","","-36.05307299","146.738698","","-36.05307299","146.738698","","","","","","","","","","","true","1027","drt19609","","0.990099","0.7575681","0.0","-0.9948337","47.0","9.0","true","true","true"
"0d619136-e07c-4940-8676-b209981be2dc","","","","","","","","","","","","","","","","","","","-37.58808101","142.445931","","-37.58808101","142.445931","","","","","","","","","","","true","108","drt19609","","8.955224","0.7942135","0.0","-1.0043088","50.0","7.0","true","true","true"
"0dedf58e-7df8-4812-9305-46881895851f","","","","","","","","","","","","","","","","","","","-38.15573199","143.163641","","-38.15573199","143.163641","","","","","","","","","","","true","251","drt19609","","77.24551","0.87669516","0.0","-0.9573782","54.0","4.0","true","true","true"
"0df5ca81-a6aa-42f8-acb7-f1df69afbbef","","","","","","","","","","","","","","","","","","","-35.89037396","145.039718","","-35.89037396","145.039718","","","","","","","","","","","true","731","drt19609","","14.545455","0.41410363","0.01","-1.4568108","42.0","7.0","true","true","true"
"0e4c61d9-a234-4097-b3fe-c737f42d76a4","","","","","","","","","","","","","","","","","","","-36.03214002","144.571241","","-36.03214002","144.571241","","","","","","","","","","","true","1044","drt19609","","0.64935064","0.4170376","0.01","-1.4556811","43.0","8.0","true","true","true"
"0e5b767e-c713-404b-9eb1-438e9c41f5af","","","","","","","","","","","","","","","","","","","-36.787552","141.748926","","-36.787552","141.748926","","","","","","","","","","","true","1127","drt19609","","21.857924","0.5853666","0.0","-1.2424598","43.0","7.0","true","true","true"
"0ebebf8a-a85d-4fe2-b77f-52430f2692d9","","","","","","","","","","","","","","","","","","","-36.15720497","146.962849","","-36.15720497","146.962849","","","","","","","","","","","true","1162","drt19609","","0.22075056","0.9463326","0.0","-0.84060305","51.0","11.0","true","true","true"
"0ed3e7a2-1171-4a4d-a562-f4917c0ff155","","","","","","","","","","","","","","","","","","","-37.818524","143.748913","","-37.818524","143.748913","","","","","","","","","","","true","387","drt19609","","0.0","0.8801294","0.0","-0.93279034","53.0","6.0","true","true","true"
"0f19b072-487e-45e4-a6df-7cb632a5880e","","","","","","","","","","","","","","","","","","","-34.16986001","141.192438","","-34.16986001","141.192438","","","","","","","","","","","true","1137","drt19609","","14.955358","0.19603126","0.0","-1.5","37.0","9.0","true","true","true"
"0f53ebfb-0175-4c49-9365-a47c6cb0ccae","","","","","","","","","","","","","","","","","","","-36.98078102","142.042374","","-36.98078102","142.042374","","","","","","","","","","","true","284","drt19609","","38.223938","0.6320253","0.050990194","-1.1000581","45.0","7.0","true","true","true"
"0f540b4c-cd96-40f2-91ee-eecd9f85bc54","","","","","","","","","","","","","","","","","","","-38.08809103","143.697038","","-38.08809103","143.697038","","","","","","","","","","","true","1143","drt19609","","0.0","0.67460996","0.0","-1.2168447","51.0","6.0","true","true","true"
"0f79dff0-892e-4182-a4e7-d1dad76c5163","","","","","","","","","","","","","","","","","","","-38.15506898","143.163","","-38.15506898","143.163","","","","","","","","","","","true","256","drt19609","","77.710846","0.87669516","0.0","-0.9573782","54.0","4.0","true","true","true"
"0fe64df7-d4ef-47f9-ac96-2cd579c3b31f","","","","","","","","","","","","","","","","","","","-37.96812898","145.72743","","-37.96812898","145.72743","","","","","","","","","","","true","173","drt19609","","0.0","1.284073","0.0","-0.589355","70.0","6.0","true","true","true"
"1010bae8-6ed6-44ec-ae5c-c000998dde2e","","","","","","","","","","","","","","","","","","","-36.98078102","142.042374","","-36.98078102","142.042374","","","","","","","","","","","true","291","drt19609","","38.223938","0.6320253","0.050990194","-1.1000581","45.0","7.0","true","true","true"
"105ffea0-5fc3-4f2e-aaf1-a20bfdc2b737","","","","","","","","","","","","","","","","","","","-37.35601997","146.762667","","-37.35601997","146.762667","","","","","","","","","","","true","587","drt19609","","0.0","4.787387","0.036055513","-0.12710948","72.0","6.0","true","true","true"
"1071f212-4110-411c-a88d-e5e4e49df42d","","","","","","","","","","","","","","","","","","","-38.25881003","144.064352","","-38.25881003","144.064352","","","","","","","","","","","true","500","drt19609","","12.711864","0.7892056","0.0","-1.1457316","51.0","6.0","true","true","true"
"108f7c02-834f-44d3-9960-19539b0e723d","","","","","","","","","","","","","","","","","","","-36.78801502","141.749047","","-36.78801502","141.749047","","","","","","","","","","","true","1128","drt19609","","19.411764","0.5853666","0.0","-1.2424598","43.0","7.0","true","true","true"
"10f0c5b4-fff0-4695-889c-8b0ecaef7fa8","","","","","","","","","","","","","","","","","","","-38.29470201","143.22294","","-38.29470201","143.22294","","","","","","","","","","","true","944","drt19609","","14.594595","1.0053108","0.0","-0.8505386","","","true","true","true"
"1100eff9-b025-4704-907b-a8a23b0cc809","","","","","","","","","","","","","","","","","","","-37.35601997","146.762667","","-37.35601997","146.762667","","","","","","","","","","","true","585","drt19609","","0.0","4.787387","0.036055513","-0.12710948","72.0","6.0","true","true","true"
"110d6c91-4048-4c2b-9f07-704681970e45","","","","","","","","","","","","","","","","","","","-34.13496204","142.038549","","-34.13496204","142.038549","","","","","","","","","","","true","314","drt19609","","6.551724","0.20790121","0.0","-1.5","37.0","10.0","true","true","true"
"1123748b-81be-4e38-ba26-70b54d9bb42b","","","","","","","","","","","","","","","","","","","-38.07228603","143.41579","","-38.07228603","143.41579","","","","","","","","","","","true","503","drt19609","","39.896374","0.7286894","0.0","-1.1620388","52.0","4.0","true","true","true"
"113dfc7f-7592-45e3-8e12-f5578ee834c3","","","","","","","","","","","","","","","","","","","-38.43376399","146.766263","","-38.43376399","146.766263","","","","","","","","","","","true","820","drt19609","","0.0","1.0217329","0.0","-0.7886421","55.0","6.0","true","true","true"
"114b38b8-062e-4b7a-8880-2e61deaa3c8c","","","","","","","","","","","","","","","","","","","-37.81865601","143.748368","","-37.81865601","143.748368","","","","","","","","","","","true","403","drt19609","","0.0","0.8801294","0.0","-0.93279034","53.0","6.0","true","true","true"
"115e73aa-76cc-4bc4-93e3-62db95d147df","","","","","","","","","","","","","","","","","","","-36.46470004","146.13049","","-36.46470004","146.13049","","","","","","","","","","","true","12","drt19609","","59.91903","0.81067556","0.089999996","-0.9875455","47.0","10.0","true","true","true"
"118cb619-440a-477b-b382-64474302f8eb","","","","","","","","","","","","","","","","","","","-38.12594103","147.213135","","-38.12594103","147.213135","","","","","","","","","","","true","528","drt19609","","87.27273","0.6066713","0.0","-1.345185","49.0","7.0","true","true","true"
"11a10b08-d74d-4dab-8899-dd48af57520e","","","","","","","","","","","","","","","","","","","-37.48713196","145.880122","","-37.48713196","145.880122","","","","","","","","","","","true","426","drt19609","","0.0","4.9243193","0.0","-0.04347711","74.0","6.0","true","true","true"
"11bf3a13-0fef-4aef-a3ac-811faf10c2f0","","","","","","","","","","","","","","","","","","","-36.64429497","142.352714","","-36.64429497","142.352714","","","","","","","","","","","true","363","drt19609","","10.58201","0.48037753","0.031622775","-1.2680895","44.0","6.0","true","true","true"
"11de826f-8ae1-4123-8ebf-d16414131bfb","","","","","","","","","","","","","","","","","","","-35.61077496","143.731116","","-35.61077496","143.731116","","","","","","","","","","","true","1106","drt19609","","13.44086","0.3456595","0.022360679","-1.4167688","41.0","8.0","true","true","true"
"124d0912-3c9c-4960-a9a5-b423d6c88c24","","","","","","","","","","","","","","","","","","","-37.43863796","145.807528","","-37.43863796","145.807528","","","","","","","","","","","true","489","drt19609","","0.0","4.090469","0.0","-0.10936757","72.0","7.0","true","true","true"
"128fec9d-9400-4138-8787-8ddad6fd0d59","","","","","","","","","","","","","","","","","","","-38.07146503","143.416571","","-38.07146503","143.416571","","","","","","","","","","","true","507","drt19609","","45.714287","0.7286894","0.0","-1.1620388","52.0","4.0","true","true","true"
"12cc1ee5-7586-478b-ad6e-6548fb952f2a","","","","","","","","","","","","","","","","","","","-36.46470004","146.13049","","-36.46470004","146.13049","","","","","","","","","","","true","9","drt19609","","59.91903","0.81067556","0.089999996","-0.9875455","47.0","10.0","true","true","true"
"1351709e-7cc5-4cc8-bdca-b22df7d77a64","","","","","","","","","","","","","","","","","","","-37.77583203","148.577378","","-37.77583203","148.577378","","","","","","","","","","","true","195","drt19609","","0.0","0.8292823","0.0","-0.7244701","55.0","6.0","true","true","true"
"13854d62-65e4-4600-9a41-0a081e803562","","","","","","","","","","","","","","","","","","","-38.08839697","143.696676","","-38.08839697","143.696676","","","","","","","","","","","true","1149","drt19609","","8.235294","0.67460996","0.0","-1.2168447","51.0","6.0","true","true","true"
"13c46565-b556-45fa-9a86-9d4e46d8ccdb","","","","","","","","","","","","","","","","","","","-38.12642701","147.213185","","-38.12642701","147.213185","","","","","","","","","","","true","521","drt19609","","81.17647","0.6066713","0.0","-1.345185","49.0","7.0","true","true","true"
"13e80124-2687-458b-b05d-3c10a51af2aa","","","","","","","","","","","","","","","","","","","-35.95354099","144.452174","","-35.95354099","144.452174","","","","","","","","","","","true","81","drt19609","","0.0","0.39740002","0.0","-1.3933133","42.0","8.0","true","true","true"
"13f1fd5e-c320-42f2-a526-c357bfa7a30d","","","","","","","","","","","","","","","","","","","-37.43870501","145.806958","","-37.43870501","145.806958","","","","","","","","","","","true","483","drt19609","","0.0","4.090469","0.0","-0.10936757","72.0","7.0","true","true","true"
"144350d8-01cb-49e4-8249-f6a229794fbb","","","","","","","","","","","","","","","","","","","-36.90368","148.090136","","-36.90368","148.090136","","","","","","","","","","","true","889","drt19609","","0.0","1.8140924","0.0","-0.5603374","64.0","8.0","true","true","true"
"14553a97-e41a-49c9-b387-5b3edb02c90b","","","","","","","","","","","","","","","","","","","-35.72639602","144.1965","","-35.72639602","144.1965","","","","","","","","","","","true","984","drt19609","","1.2779553","0.37181848","0.0","-1.4092423","42.0","8.0","true","true","true"
"145587b0-0637-4ba4-82db-96a06d9b7358","","","","","","","","","","","","","","","","","","","-34.71105301","142.873985","","-34.71105301","142.873985","","","","","","","","","","","true","930","drt19609","","8.502772","0.27241495","0.03","-1.5","38.0","8.0","true","true","true"
"1468fd76-10f1-4d84-9f2b-0739831837b4","","","","","","","","","","","","","","","","","","","-37.23692704","148.839339","","-37.23692704","148.839339","","","","","","","","","","","true","378","drt19609","","1.1299435","1.6486523","0.0","-0.5317713","60.0","7.0","true","true","true"
"14f50ff2-ceb6-4fcf-a1c9-8c2a72a2a051","","","","","","","","","","","","","","","","","","","-35.56173404","143.761478","","-35.56173404","143.761478","","","","","","","","","","","true","625","drt19609","","3.409091","0.34250742","0.0","-1.4211106","41.0","8.0","true","true","true"
"150dc14a-6ea6-4b34-8e98-da6578504c83","","","","","","","","","","","","","","","","","","","-38.51353","145.35509","","-38.51353","145.35509","","","","","","","","","","","true","897","drt19609","","0.0","1.0045283","0.10816654","-0.82817537","","","true","true","true"
