LAB_SAMPLE_ID,DATASET,TC,TN,OC,IC
VW1035,Survey,16.27470509,0.518055177,6.290234545,
VW1036,Survey,7.797849606,0.229596701,3.056671776,
VW1037,Survey,196.4838583,7.761472827,168.4879285,
VW1038,Survey,95.77593456,2.866563907,63.50217188,
VW1039,Survey,59.87998686,1.914498392,32.32546743,
VW1040,Survey,144.1675687,5.256294461,112.8213606,
VW1041,Survey,99.09431998,2.943341691,70.35327643,
VW1042,Survey,40.91248739,0.92980699,18.43376442,
VW1043,Survey,179.1617051,6.859417664,152.6193394,
VW1044,Survey,119.3007878,3.758871766,82.94451618,
VW1045,Survey,53.95767776,1.423411253,28.70788538,
VW1046,Survey,25.77480192,0.600890079,8.291629671,
VW1047,Survey,15.64902613,0.228202927,1.452244318,
VW1048,Survey,394.2432629,18.96682633,410.6868425,
VW1049,Survey,50.61649443,3.277435916,42.9433162,
VW1050,Survey,24.21263896,1.307304104,20.19144339,
VW1051,Survey,19.41876693,1.139618166,17.46028846,
VW1052,Survey,273.5907867,11.30836331,217.7817402,
VW1053,Survey,31.28309201,1.2376518,22.78458382,
VW1054,Survey,7.29598983,0.2327114,7.356907619,
VW1055,Survey,5.095191106,0.193698661,4.657525097,
VW1056,Survey,282.1230841,15.41414343,282.1207326,
VW1057,Survey,80.61516817,4.184761658,61.16334849,
VW1058,Survey,185.3567886,10.55296665,175.0852947,
VW1059,Survey,57.38694272,3.067093721,52.54443455,
VW1060,Survey,49.01267082,2.557341491,43.43606108,
VW1061,Survey,18.17533467,0.962242303,18.73577374,
VW1062,Survey,287.4530357,15.1566325,292.2202208,
VW1063,Survey,347.3672161,18.09295983,369.0509945,
VW1064,Survey,105.3191115,5.434955027,93.02791543,
VW1065,Survey,57.18599163,3.37324649,49.11921242,
VW1066,Survey,201.7110063,9.546338781,202.5401464,
VW1067,Survey,65.42059689,2.624827697,63.36842986,
VW1068,Survey,23.69982885,1.047378262,31.13739325,
VW1069,Survey,16.42068954,0.659311196,21.4657546,
VW1070,Survey,14.75617726,0.558608404,16.84423601,
VW1071,Survey,232.6900075,11.82261519,240.5768511,
VW1072,Survey,166.5052156,6.97613289,164.4170192,
VW1073,Survey,88.40486249,4.827525249,86.82905624,
VW1074,Survey,52.82565555,3.416327486,51.52886665,
VW1075,Survey,176.3573376,9.516965862,176.5908766,
VW1076,Survey,3.44166315,0.227705524,5.55372381,
VW1077,Survey,180.3278351,8.187392495,167.650445,
VW1078,Survey,62.79018805,2.556641103,51.63688575,
VW1079,Survey,26.55308951,0.669168009,9.411292535,
VW1080,Survey,25.08899907,0.728539238,9.047041309,
VW1081,Survey,131.7995842,6.032746507,111.5283845,
VW1082,Survey,73.4636695,3.033390006,60.3318037,
VW1083,Survey,25.42569691,0.793361988,11.70354205,
VW1084,Survey,9.928845114,0.315629465,6.610472935,
VW1085,Survey,131.167086,6.182105395,120.1196272,
VW1086,Survey,85.67908969,3.66725947,72.35659529,
VW1087,Survey,10.40898588,0.319514798,3.398108813,
VW1088,Survey,19.83340395,0.522538724,7.738088555,
VW1089,Survey,199.0802478,9.274406343,173.2092888,
VW1090,Survey,81.86520015,3.149425214,55.22378868,
VW1091,Survey,16.12520398,0.505870446,6.262125876,
VW1092,Survey,8.092323779,0.132338362,0.74338108,
VW1093,Survey,3.807677061,0.036788813,0.119501438,
VW1094,Survey,185.9721329,14.19582703,187.9333909,
VW1095,Survey,175.8021417,11.19474568,163.5035329,
VW1096,Survey,141.9209986,10.03487448,126.048448,
VW1097,Survey,108.0676677,4.889878648,82.76053979,
VW1098,Survey,19.77483067,2.503072052,24.99952,
VW1099,Survey,108.7554894,7.04626407,125.7058047,
VW1100,Murray LLS,15.20307439,1.355303431,20.32195581,
VW1100,Murray LLS,88.53240482,5.511981713,20.32195581,
VW1101,Murray LLS,15.68633652,1.236219317,16.28776236,
VW1101,Murray LLS,42.78101812,3.1328646,16.28776236,
VW1102,Murray LLS,9.82758547,0.783211902,10.24595927,
VW1102,Murray LLS,17.97146948,1.386044708,10.24595927,
VW1103,Murray LLS,13.00091384,1.164756819,15.83651576,
VW1103,Murray LLS,13.61118536,0.88914037,15.83651576,
VW1104,Murray LLS,7.486024324,0.957261864,11.96302766,
VW1104,Murray LLS,10.85921299,0.765251596,11.96302766,
VW1105,Murray LLS,5.491439198,0.807029309,8.499009074,
VW1105,Murray LLS,8.961335615,0.630192901,8.499009074,
VW1106,Murray LLS,5.055370012,0.599877823,6.07994772,
VW1106,Murray LLS,6.065635048,0.549843902,6.07994772,
VW1107,Murray LLS,16.61711034,1.117287052,11.70616956,
VW1107,Murray LLS,6.306718097,0.461315764,11.70616956,
VW1108,Murray LLS,15.52563311,1.327751503,14.91660429,
VW1108,Murray LLS,7.050113592,0.495901443,14.91660429,
VW1109,Murray LLS,11.72865913,1.010380801,13.10849816,
VW1109,Murray LLS,5.821116465,0.512204017,13.10849816,
VW1110,Murray LLS,14.06563517,1.150460034,17.26291148,
VW1110,Murray LLS,8.187535564,0.503035704,17.26291148,
VW1111,Murray LLS,3.825447016,0.388550138,3.506394816,
VW1112,Murray LLS,5.216308838,0.363961237,4.686986853,
VW1113,Murray LLS,2.281196392,0.25486706,1.234087701,
VW1114,Murray LLS,4.337189438,0.359669236,2.976135622,
VW1115,Murray LLS,20.50542844,1.35910363,14.49857167,
VW1116,Murray LLS,10.69516296,0.693921654,7.737904961,
VW1117,Murray LLS,5.956523479,0.395170899,2.343902822,
VW1118,Murray LLS,7.950651696,0.587978406,4.738445179,
VW1119,Murray LLS,6.701295207,0.490897531,4.302795165,
VW1120,Murray LLS,7.577560991,0.529567957,5.977638696,
VW1121,Murray LLS,4.293888509,0.265566864,0.912642416,
VW1122,Murray LLS,5.322308982,0.323833267,3.457848102,
VW1123,Murray LLS,4.110963058,0.383035972,3.164111652,
VW1124,Murray LLS,4.692470097,0.326289661,2.842191374,
VW1125,Murray LLS,4.071081007,0.29508221,2.684062933,
VW1126,Murray LLS,4.129377576,0.389166739,2.990547662,
VW1127,Murray LLS,6.551460015,0.431307034,3.557931518,
VW1128,Murray LLS,5.113920914,0.371667758,3.313284579,
VW1129,Murray LLS,5.107066654,0.343582725,2.910476944,
VW1130,Murray LLS,36.76096334,2.77155571,31.71467077,
VW1131,Murray LLS,26.63698418,1.821717084,20.63685921,
VW1132,Murray LLS,14.12316529,1.039288497,11.63969689,
VW1133,Murray LLS,22.46082231,1.527762745,19.77192251,
VW1134,Murray LLS,11.7922049,0.713988665,9.883660781,
VW1135,Murray LLS,8.871772017,0.559934781,7.169975538,
VW1136,Murray LLS,9.981656709,0.527923728,6.026661665,
VW1137,Murray LLS,12.00868528,0.668269463,9.51727436,
VW1138,Murray LLS,11.58419345,0.728768347,9.588727185,
VW1139,Murray LLS,8.644793681,0.59778721,6.760249602,
VW1140,Murray LLS,11.9114924,0.737198768,10.65233169,
VW1141,Murray LLS,12.61963102,0.854270966,10.8693452,
VW1142,Murray LLS,9.396585198,0.751110476,8.50745973,
VW1143,Murray LLS,8.663291562,0.583184538,7.215901455,
VW1144,Murray LLS,10.08461319,0.670604908,7.423641332,
VW1145,Murray LLS,9.33452201,0.655164298,7.498040445,
VW1146,Murray LLS,7.239844964,0.521808448,6.095847427,
VW1147,Murray LLS,6.867098865,0.537262466,6.570019872,
VW1148,Murray LLS,7.187605503,0.545787319,6.102619241,
VW1149,Murray LLS,4.80749476,0.483000119,4.26930228,
VW1150,Murray LLS,6.472226019,0.489042169,5.793788607,
VW1151,Murray LLS,7.829553882,0.530530869,5.850922401,
VW1152,Murray LLS,6.304106597,0.500897748,6.272314883,
VW1153,Murray LLS,6.778326804,0.53655376,6.518666836,
VW1154,Murray LLS,5.661273112,0.533014616,5.68973242,
VW1155,Murray LLS,107.9624903,7.375292631,95.153977,
VW1156,Murray LLS,22.87326276,1.724882969,23.28645396,
VW1157,Murray LLS,17.4066437,1.38956944,20.04946594,
VW1158,Murray LLS,9.066813543,1.007554213,15.21192666,
VW1217,Murray LLS,12.37334795,0.770698402,10.73758208,
VW1218,Murray LLS,10.04682693,0.745323322,7.809889766,
VW1219,Murray LLS,3.642505846,0.401318576,3.664931189,
VW1220,Murray LLS,7.295503638,0.540275863,5.539555348,
VW1221,Murray LLS,5.324667011,0.441820108,3.916892225,
VW1222,Murray LLS,7.644710719,0.602172586,7.953883389,
VW1223,Murray LLS,8.357065758,0.657539511,9.132411472,
VW1224,Murray LLS,5.598041176,0.490693385,7.180079307,
VW1225,Murray LLS,3.808926013,0.502512839,4.437401232,
VW1226,Murray LLS,4.393496868,0.461112298,6.013495731,
VW1227,Murray LLS,3.69305388,0.293194418,3.810436737,
VW1228,Murray LLS,40.0310935,3.399841826,39.96792424,
VW1229,Murray LLS,30.47125009,2.527918743,26.7745292,
VW1230,Murray LLS,21.99390513,1.709692233,21.49843049,
VW1231,Murray LLS,14.72902354,1.266653459,16.94614033,
VW1232,Murray LLS,10.55604649,0.975602454,10.18649567,
VW1233,Murray LLS,8.382750509,0.857621759,9.174138285,
VW1234,Murray LLS,5.967628494,0.684641232,7.30753353,
VW1235,Murray LLS,5.169893588,0.655114924,6.13944824,
VW1236,Murray LLS,4.926619721,0.46360166,6.2312391,
VW1237,Murray LLS,5.44686049,0.567010807,5.739081427,
VW1238,Murray LLS,3.379045416,0.475508164,4.684307034,
VW1239,Murray LLS,3.635035857,0.476163896,5.174360177,
VW1240,Murray LLS,4.929221434,0.511934097,7.056684099,
VW1241,Murray LLS,4.530273861,0.488817574,5.394401082,
VW1242,Murray LLS,6.095590656,0.670431802,7.998692614,
VW1243,Murray LLS,3.474223861,0.452632256,5.240857861,
VW1244,Murray LLS,3.45212684,0.513568446,5.041964867,
VW1245,Murray LLS,4.310290863,0.473161285,6.557793951,
VW1246,Murray LLS,3.998444151,0.525939552,5.780514233,
VW1247,Murray LLS,3.729321011,0.478440728,4.485373337,
VW1248,Murray LLS,3.317800319,0.515757089,4.839472014,
VW1249,Murray LLS,3.668837607,0.482979687,4.105263561,
VW1250,Murray LLS,3.976917397,0.468583511,4.324137256,
VW1251,Murray LLS,1.914238274,0.3274862,3.293085279,
VW1252,Murray LLS,2.83929577,0.445620065,3.879603848,
VW1253,Murray LLS,11.15018986,1.026714066,10.8015818,
VW1254,Murray LLS,7.055924377,0.885728312,9.369433268,
VW1255,Murray LLS,3.561855995,0.569216229,4.914485994,
VW1256,Murray LLS,11.83251298,1.003460989,14.40493971,
VW1257,Murray LLS,8.208058831,0.838550444,8.25705972,
VW1258,Murray LLS,6.903283308,0.841752485,6.055452973,
VW1259,Murray LLS,9.597126914,0.842689851,7.755127749,
VW1260,Murray LLS,6.883161522,0.859620103,8.32070947,
VW1261,Murray LLS,11.55587277,0.852021118,9.264578426,
VW1262,Murray LLS,8.617348123,0.98973866,7.391590688,
VW1263,Murray LLS,6.698178791,0.831216765,4.896306818,
VW1264,Murray LLS,6.573552443,0.953207772,5.18186493,
VW1265,Murray LLS,6.373574865,0.967791411,6.329299956,
VW1266,Murray LLS,10.88189671,0.891806744,10.24218252,
VW1267,Murray LLS,5.81296922,0.83647249,6.472134434,
VW1268,Murray LLS,10.36315206,0.910580657,10.17737604,
VW1269,Murray LLS,9.388904913,1.028408951,8.157038739,
VW1270,Murray LLS,30.03762307,2.363829376,28.94309805,
VW1271,Murray LLS,17.96151704,1.594648686,17.72672714,
VW1272,Murray LLS,23.73569218,1.778136907,22.30127899,
VW1273,Murray LLS,16.56759445,1.358525451,12.86012038,
VW1274,Murray LLS,11.28701967,0.857440998,10.44397538,
VW1275,Murray LLS,11.76320564,1.018593637,11.44006829,
VW1276,Murray LLS,11.93496591,0.979932499,11.86240343,
VW1277,Murray LLS,10.48476057,0.842077485,10.94255967,
VW1278,Murray LLS,5.0154991,0.554158159,4.890471296,
VW1279,Murray LLS,6.201818219,0.872538326,7.050108282,
VW1280,Murray LLS,5.317672896,0.754972265,6.679867688,
VW1281,Murray LLS,5.752437684,0.808774484,4.815553747,
VW1282,Murray LLS,5.399498037,0.82533373,5.40388604,
VW1283,Murray LLS,5.728066782,0.967897464,5.983287798,
VW1284,Murray LLS,8.427118703,0.915003016,8.28264225,
VW1285,Murray LLS,1.438318091,0.382228611,2.31729073,
VW1286,Murray LLS,13.96582672,0.895875312,8.999178019,
VW1287,Murray LLS,4.796489828,0.708120062,4.67813641,
VW1288,Murray LLS,8.155513678,0.801165521,5.543722049,
VW1289,Murray LLS,4.73889361,0.919977355,4.523856748,
VW1290,Murray LLS,7.045749111,0.985494587,3.65855518,
VW1291,Murray LLS,65.0886062,4.422091677,58.44478652,
VW1292,Murray LLS,52.21244577,3.449518715,45.99807407,
VW1293,Murray LLS,32.11258824,2.351876818,29.84395381,
VW1294,Murray LLS,31.12187138,1.952492004,23.84323977,
VW1295,Murray LLS,34.17476895,2.25750024,32.68608998,
VW1296,Murray LLS,19.1894899,1.37255049,19.3201741,
VW1297,Murray LLS,16.96950579,1.251865601,18.43452008,
VW1298,Murray LLS,12.88423745,1.031664773,11.20700155,
VW1299,Murray LLS,10.95829133,0.889195627,10.16502733,
VW1300,Murray LLS,12.09103111,0.992684827,12.75731234,
VW1301,Murray LLS,9.298956238,0.714761354,9.957893406,
VW1302,Murray LLS,7.919198207,0.663635886,9.754028445,
VW1303,Murray LLS,7.022197903,0.565327444,7.828647313,
VW1304,Murray LLS,8.212740861,0.626026873,9.45159103,
VW1305,Murray LLS,6.309445683,0.531744016,6.748247912,
VW1306,Murray LLS,4.788582488,0.524098535,6.37551895,
VW1307,Murray LLS,4.407694501,0.512878843,6.78594685,
VW1308,Murray LLS,6.25011,0.420461595,6.810993405,
VW1309,Murray LLS,4.607028667,0.467155573,6.079755393,
VW1310,Murray LLS,4.819956794,0.547800706,6.733049315,
VW1311,Murray LLS,74.5844168,4.604225897,65.79346347,
VW1312,Murray LLS,83.6902951,4.898586226,78.1545817,
VW1313,Murray LLS,65.48692158,4.432683895,60.76564193,
VW1314,Murray LLS,46.25951806,2.881309343,42.22729205,
VW1315,Murray LLS,36.53452958,2.515805205,33.5808776,
VW1316,Murray LLS,24.68737351,1.867652958,24.65175129,
VW1317,Murray LLS,25.93641831,1.809719087,25.83027136,
VW1318,Murray LLS,19.27627073,1.296867718,16.91439177,
VW1319,Murray LLS,18.43958681,1.392345721,20.41319147,
VW1320,Murray LLS,18.14369805,1.344331259,18.22488182,
VW1321,Murray LLS,16.09219643,1.230038483,15.62028797,
VW1322,Murray LLS,12.00472124,0.894369296,12.37959596,
VW1323,Murray LLS,14.13046442,0.929252235,13.40564492,
VW1324,Murray LLS,13.65221211,0.779112508,12.11124913,
VW1325,Murray LLS,9.599060115,0.816375677,9.884522209,
VW1326,Murray LLS,11.44428304,0.739841852,12.03758985,
VW1327,Murray LLS,7.243144133,0.543816131,7.16341672,
VW1328,Murray LLS,8.00280534,0.609530589,9.328779033,
VW1329,Murray LLS,8.337823726,0.579867934,8.065969204,
VW1330,Murray LLS,9.026052827,0.738457158,10.72024812,
VW1331,Murray LLS,8.305831776,0.571584083,8.081392443,
VW1332,Murray LLS,94.64065753,5.731820151,96.12506323,
VW1333,Murray LLS,27.27235462,1.915644229,29.74050955,
VW1334,Murray LLS,14.70468634,1.101120732,15.4567237,
VW1335,Murray LLS,13.28808815,1.037849525,13.71874928,
VW1336,Murray LLS,9.3310027,0.66130042,10.90772821,
VW1337,Murray LLS,8.256065516,0.766115604,11.49284581,
VW1338,Murray LLS,8.720173564,0.787405108,12.62609013,
VW1339,Murray LLS,4.871391937,0.554069577,6.645815891,
VW1340,Murray LLS,6.256086481,0.623043428,10.59091108,
VW1341,Murray LLS,5.51554619,0.649019556,8.059523545,
VW1342,Murray LLS,3.139686311,0.494368031,5.565791611,
VW1343,Murray LLS,5.148320158,0.573073376,7.863442297,
VW1344,Murray LLS,5.378053198,0.587508913,6.632664557,
VW1345,Murray LLS,4.782387276,0.609649889,6.722715552,
VW1346,Murray LLS,6.343456779,0.60514039,9.554948668,
VW1347,Murray LLS,6.666713672,0.624273496,7.879804796,
VW1348,Murray LLS,2.940563047,0.565670655,4.26416305,
VW1349,Murray LLS,2.931269289,0.472913135,4.405083171,
VW1350,Murray LLS,4.758514686,0.526060525,3.748719418,
VW1351,Murray LLS,350.8196428,17.01489901,361.5470271,
VW1352,Murray LLS,183.9951177,9.976153835,175.1485493,
VW1353,Murray LLS,128.0213046,7.93949528,123.418324,
VW1354,Murray LLS,93.68675777,6.201788335,94.82687169,
VW1355,Murray LLS,67.15282947,4.886367723,69.47412539,
VW1356,Murray LLS,54.88956175,4.095964775,56.2086676,
VW1357,Murray LLS,47.28658232,3.671826272,49.4277334,
VW1358,Murray LLS,41.63640811,3.34552633,42.62910764,
VW1359,Murray LLS,42.22739602,3.129159337,45.74113124,
VW1360,Murray LLS,24.8514613,1.654899572,20.02702122,
VW1361,Murray LLS,20.87834713,1.554734672,20.90544263,
VW1362,Murray LLS,17.39493034,1.26814175,16.75842063,
VW1363,Murray LLS,12.50147149,0.92350793,11.61069506,
VW1364,Murray LLS,13.95040428,1.01865823,12.44410992,
VW1365,Murray LLS,13.23729238,0.94633556,13.42526973,
VW1366,Murray LLS,12.96797883,0.836185334,11.50851346,
VW1367,Murray LLS,13.48629407,0.854335296,11.53147122,
VW1368,Murray LLS,9.947135672,0.677336407,6.945744288,
VW1369,Murray LLS,11.59859496,0.790578831,10.6061991,
VW1370,Murray LLS,10.08129811,0.7017175,8.028540907,
VW1371,Murray LLS,7.821172916,0.669506388,6.561292496,
VW1372,Murray LLS,109.1832728,7.312405589,103.9843155,
VW1373,Murray LLS,102.3593546,6.97806641,96.14116263,
VW1374,Murray LLS,82.96865252,5.379435448,75.05948976,
VW1375,Murray LLS,93.49646479,5.45303761,83.36696156,
VW1376,Murray LLS,23.89139045,1.982297859,22.79332938,
VW1377,Murray LLS,23.53762473,1.976119005,21.22068064,
VW1378,Murray LLS,26.3024559,2.107560642,25.02754758,
VW1379,Murray LLS,17.91789957,1.510418878,17.39530571,
VW1380,Murray LLS,22.82586308,1.885323971,24.90658742,
VW1381,Murray LLS,17.86268519,1.434499662,18.06358802,
VW1382,Murray LLS,15.53349098,1.360925229,15.98366017,
VW1383,Murray LLS,14.1409842,1.283602893,13.52001278,
VW1384,Murray LLS,16.22547682,1.377402682,17.37114034,
VW1385,Murray LLS,15.44702227,1.445554145,14.99924597,
VW1386,Murray LLS,16.3016485,1.362785403,16.22372063,
VW1387,Murray LLS,33.80841025,2.567621664,40.36364579,
VW1388,Murray LLS,19.10453078,1.708656808,20.97574049,
VW1389,Murray LLS,12.84899153,1.051342623,11.00449919,
VW1390,Murray LLS,10.18292774,0.916430948,10.74961795,
VW1391,Murray LLS,11.55450625,0.900777523,12.6738136,
VW1392,Murray LLS,7.457574493,0.717003175,9.412568776,
VW1393,Murray LLS,5.281295783,0.663634256,7.1040693,
VW1394,Murray LLS,3.645754897,0.623912784,4.721055494,
VW1395,Murray LLS,6.138972513,0.841917822,7.320244304,
VW1396,Murray LLS,5.78083641,0.667121891,9.016741779,
VW1397,Murray LLS,73.43974095,5.045239238,75.02061217,
VW1398,Murray LLS,33.09317761,2.907290986,31.7839319,
VW1399,Murray LLS,22.87888744,1.790452734,23.46347378,
VW1400,Murray LLS,23.21561015,1.83914011,25.19243891,
VW1401,Murray LLS,10.1549358,1.05390756,11.66313341,
VW1402,Murray LLS,29.36264565,1.794911306,25.58123968,
VW1403,Murray LLS,8.667512836,0.946289061,8.949544913,
VW1404,Murray LLS,8.962042107,1.044132462,8.613197781,
VW1405,Murray LLS,18.8712135,1.05590627,10.15210622,
VW1406,Murray LLS,7.467343231,0.771538073,7.128243195,
VW1407,Murray LLS,7.522781787,1.020180802,8.27399912,
VW1408,Murray LLS,8.407622168,1.023103928,10.12928012,
VW1409,Murray LLS,6.25200016,0.899391242,8.069343554,
VW1410,Murray LLS,9.258510128,1.104399217,10.27869889,
VW1411,Murray LLS,10.14765872,1.091070079,11.92792626,
VW1412,Murray LLS,10.45212088,1.153886304,12.19197587,
VW1413,Murray LLS,7.209514983,0.946730751,7.39338517,
VW1414,Murray LLS,8.305549344,1.133681915,9.266563075,
VW1415,Murray LLS,6.523488109,0.839796291,7.453091101,
VW1416,Murray LLS,5.741784025,0.86389459,6.883413388,
VW1417,Murray LLS,6.301480576,0.730368849,5.277656209,
VW1418,Murray LLS,4.631624799,0.88189416,4.993477383,
VW1419,Murray LLS,5.351551209,0.816881916,5.947218671,
VW1420,Murray LLS,6.380231432,1.121451348,6.980359509,
VW1421,Murray LLS,8.336553261,1.084501463,10.82933173,
VW1422,Murray LLS,7.672656242,0.693808868,5.848590845,
VW1423,Murray LLS,6.443535482,0.76162257,5.624040708,
VW2051,Survey,398.8124827,16.42273194,425.6715839,
VW2052,Survey,159.8323006,6.746616631,151.5570277,
VW2053,Survey,29.60815923,0.903762611,25.13544295,
VW2054,Survey,0.911599502,0,0.375761889,
VW2055,Survey,13.85347754,0.371127199,6.487193718,
VW2056,Survey,386.5918846,17.50620746,421.275625,
VW2057,Survey,331.5593049,13.7916791,390.0123366,
VW2058,Survey,340.4881134,14.89201221,393.3268663,
VW2059,Survey,283.0553881,11.93470335,312.883386,
VW2060,Survey,8.255065625,0.197137687,8.990846329,
VW2061,Survey,346.7606347,14.75883561,400.2916531,
VW2062,Survey,326.6720064,14.01937062,346.2390563,
VW2063,Survey,406.1010888,17.17746877,448.8567653,
VW2064,Survey,251.9076866,10.63078852,271.1149954,
VW2065,Survey,84.39102896,3.386958056,73.58860342,
VW2066,Survey,45.32887226,2.893894311,43.88752455,
VW2067,Survey,11.71894866,0.932185423,13.62551113,
VW2068,Survey,11.35538355,0.918619118,13.70306412,
VW2069,Survey,8.297896688,0.64039142,8.986487076,
VW2070,Survey,10.85968093,0.880260521,11.09361578,
VW2071,Survey,37.44749696,2.393744292,33.44921926,
VW2072,Survey,12.54081277,0.860382395,11.08886004,
VW2073,Survey,8.877646693,0.821497694,8.758510032,
VW2074,Survey,9.590529472,0.832375406,12.1853216,
VW2075,Survey,8.68050102,0.821374252,10.51555079,
VW2076,Survey,44.09562933,3.177808935,42.84000957,
VW2077,Survey,16.95420153,1.227878961,17.02505606,
VW2078,Survey,9.196298852,0.769397385,9.356514381,
VW2079,Survey,10.80381679,0.752497088,11.64573638,
VW2080,Survey,9.439248497,0.904549552,11.36737637,
VW2081,Survey,174.1663518,10.4844821,177.7960894,
VW2082,Survey,145.7788197,7.949450554,136.7433213,
VW2083,Survey,211.9577839,12.85054011,239.1136469,
VW2084,Survey,265.0654255,14.11063863,293.3358417,
VW2085,Survey,201.6567563,10.23619235,206.1472823,
VW2086,Survey,127.6807342,8.016310653,118.9386548,
VW2087,Survey,75.32377387,4.491487592,68.38909585,
VW2088,Survey,50.00342512,2.808530202,45.08254964,
VW2089,Survey,30.80050203,1.548518916,25.87555459,
VW2090,Survey,132.135025,9.152815231,139.7261115,
VW2091,Survey,91.42492124,5.096039868,74.25380921,
VW2092,Survey,94.20593129,4.975446986,84.28879628,
VW2093,Survey,53.11901078,2.317245063,39.60006181,
VW2094,Survey,16.86556805,0.84561579,10.99789212,
VW2095,Survey,32.91375418,2.56473819,26.71925365,
VW2096,Survey,18.98408513,1.506655597,15.75192908,
VW2097,Survey,13.95965373,1.101628672,11.03526543,
VW2098,Survey,67.33475976,4.867486113,66.22567682,
VW2099,Survey,21.19793018,1.695891526,18.76074875,
VW2100,Survey,13.13909529,1.201722405,13.05575623,
VW2101,Survey,68.65317249,4.069422633,64.63069822,
VW2102,Survey,18.3750853,1.605582957,18.17769659,
VW2103,Survey,12.19196889,1.387368314,16.4335701,
VW2104,Survey,331.8117265,13.25621106,399.4294036,
VW2105,Survey,333.9960933,11.41173527,413.9165836,
VW2106,Survey,363.5016791,12.52904425,451.1359008,
VW2107,Survey,374.416695,13.62182748,455.9151637,
VW2108,Survey,382.9606336,14.04482806,457.9865364,
VW2109,Survey,405.812967,14.56791644,473.7226251,
VW2110,Survey,207.6380131,10.71161913,197.3808636,
VW2111,Survey,108.7217034,5.79129038,88.3852314,
VW2112,Survey,321.3963319,11.89992644,398.7789333,
VW2113,Survey,360.5578155,12.14756703,443.5021191,
VW2114,Survey,342.5642021,12.09041913,411.943853,
VW2115,Survey,233.5162959,12.18749294,220.7818572,
VW2116,Survey,241.3719568,9.771882252,264.3635357,
VW2117,Survey,369.4549139,13.72281644,434.2514177,
VW2118,Survey,405.7142635,14.22555494,476.1782987,
VW2119,Survey,306.078524,10.88474703,344.7372024,
VW2120,Survey,86.09293756,3.520242765,67.95692447,
VW2121,Survey,143.0234214,7.989588415,124.3882937,
VW2122,Survey,352.5727247,13.42249985,435.1917516,
VW2123,Survey,412.3982116,16.79439902,485.3424896,
VW2124,Survey,373.311088,10.81552138,440.7980031,
VW2125,Survey,133.0864484,5.253360264,117.9217903,
VW2126,Survey,238.0444751,12.88606814,161.8803272,67.36801367
VW2127,Survey,215.5637668,10.61086975,155.8799693,72.51529008
VW2128,Survey,186.2649015,7.739529564,134.490409,82.78268405
VW2129,Survey,238.8375521,12.29649604,156.7774444,
VW2130,Survey,232.9784008,10.9149689,157.8561062,69.83174406
VW2131,Survey,217.460442,10.021112,158.2506133,
VW2132,Survey,217.4678153,10.20208316,131.3817996,
VW2133,Survey,273.9610901,15.45703036,180.6865575,63.00779569
VW2134,Survey,262.1455666,11.93880785,190.7265957,
VW2135,Survey,211.5491708,8.260301357,157.3100418,69.7331049
VW2136,Survey,230.6707876,12.31554444,145.6330036,72.94729736
VW2137,Survey,253.0670093,16.34636651,262.8581264,
VW2138,Survey,232.6515685,14.04853097,231.4295881,
VW2139,Survey,14.92841724,1.145028404,17.17741904,
VW2140,Survey,1.049842046,0.616932645,2.216757699,
VW2141,Survey,0,0,0.127900075,
VW2142,Survey,323.99892,22.45013176,344.4977284,
VW2143,Survey,262.7858218,15.48084108,274.0918647,
VW2144,Survey,2.86990027,0.85188562,6.944057685,
VW2145,Survey,12.02429831,1.711934111,16.87286246,
VW2146,Survey,15.49870919,1.263270346,11.37756075,7.413944797
VW2147,Survey,246.846833,15.71856063,258.6410166,
VW2148,Survey,248.216874,15.39680286,253.4425792,
VW2149,Survey,1.051379535,0.254975108,0.894366837,
VW2150,Survey,14.9131594,1.171005337,6.560928768,
VW2151,Survey,43.83323152,3.868542193,34.88889225,
VW2152,Survey,310.3512899,16.75879725,319.4176775,
VW2153,Survey,70.24756423,4.584510476,59.78728799,
VW2154,Survey,45.48461132,3.143830417,32.65559025,
VW2155,Survey,27.72003546,2.562925635,31.21189847,
VW2156,Survey,9.919595913,0.333005515,6.878607744,
VW2157,Survey,17.3122816,0.544494049,12.78139006,
VW2158,Survey,15.88088652,0.592963604,11.70982393,
VW2159,Survey,287.9795424,15.62329182,295.1201025,
VW2160,Survey,123.6288253,7.79320364,110.0077932,
VW2161,Survey,43.15808061,2.771855382,29.56535138,
VW2162,Survey,37.94268022,2.742276384,30.22785006,
VW2163,Survey,3.840804281,0.175262296,2.990143015,
VW2164,Survey,17.44013695,0.440369207,12.96406832,
VW2165,Survey,9.603472509,0.194135498,5.565013105,
VW2166,Survey,379.759928,20.98229029,413.8583991,
VW2167,Survey,101.2830896,6.571998815,97.83239533,
VW2168,Survey,86.95267832,5.712711856,80.70003822,
VW2169,Survey,9.646788741,0.288088647,3.399495188,
VW2170,Survey,10.49249438,0.599094112,9.832514148,
VW2171,Survey,9.823071736,0.512445374,13.41459481,
VW2172,Survey,6.453251106,0.154493884,4.193431597,
VW2173,Survey,83.53934408,5.05938198,80.36817693,
VW2174,Survey,22.45943846,1.502328233,25.92344353,
VW2175,Survey,11.42742868,0.831916559,13.27039984,
VW2176,Survey,8.705639083,0.733713364,12.22944263,
VW2177,Survey,186.2185015,10.28255292,191.4935651,
