LAB_SAMPLE_ID,DATASET,TC,TN,OC,IC
VW0530,Survey,32.22059739,2.65722275,29.3094903,
VW0531,Survey,6.689646009,0.610415783,7.483036844,
VW0532,Survey,219.0793698,12.85003107,248.6027038,
VW0533,Survey,31.21650213,2.503220773,28.90193511,
VW0534,Survey,14.00012432,0.667561715,10.80508558,
VW0535,Survey,5.665052139,0.520968822,3.779031025,
VW0536,Survey,65.221776,4.773145671,66.6220149,
VW0537,Survey,47.9610405,3.703400034,42.80598115,
VW0538,Survey,15.23700778,1.312209197,15.68189304,
VW0539,Survey,43.66697239,3.118092019,36.9240467,
VW0540,Survey,6.884604566,0.931004607,10.61597802,
VW0541,Survey,0.518012568,0.299676649,3.377909492,
VW0542,Survey,1.655684387,0.234457097,2.588424064,
VW0543,Survey,0.750342805,0.233892754,1.464380733,
VW0544,Survey,42.67899146,3.489558497,40.45679984,
VW0545,Survey,6.008116713,0.466476433,7.823169842,
VW0546,Survey,0,0.024177855,1.30502521,
VW0547,Survey,1.806935474,0.223374107,2.729450931,
VW0548,Survey,26.15901041,2.546590406,29.23811464,
VW0549,Survey,0.978056518,0.339041614,5.451099588,
VW0550,Survey,3.761051272,0.472544469,4.006486628,
VW0551,Survey,1.279529733,0.21860319,2.17390549,
VW0552,Survey,111.9442293,4.707650163,55.73176417,34.86975722
VW0553,Survey,56.4334343,1.892159811,9.953816771,
VW0554,Survey,24.98560207,0.288881203,8.99853006,16.38562394
VW0555,Survey,26.7304717,0.743377804,10.87785939,
VW0556,Survey,132.6463565,5.725664123,72.48484152,
VW0557,Survey,37.18553082,0.710132672,14.58379863,25.53325367
VW0558,Survey,34.84277631,0.359113267,7.321169647,
VW0559,Survey,49.33576122,2.013717093,21.75657139,30.07533087
VW0560,Survey,48.98689688,1.599304212,22.3818879,23.92956049
VW0561,Survey,37.98920068,0.475144554,11.42283849,31.54046689
VW0562,Survey,23.7334414,0.748366521,12.10120759,10.58884791
VW0563,Survey,2.150877429,0,0,8.584360888
VW0564,Survey,5.810809156,0.031607222,1.658158413,7.843853273
VW0565,Survey,11.69006018,0.045490832,5.0906776,16.61540644
VW0566,Survey,16.6542182,0.057602736,5.264188762,20.06513187
VW0567,Survey,25.1429638,0.968676607,16.87273923,13.12346985
VW0568,Survey,2.254694446,0,0.002698849,7.244317592
VW0569,Survey,3.156147668,0.001570314,0.030367245,8.075560113
VW0570,Survey,12.94025792,0.036080737,2.450220441,18.48404928
VW0571,Survey,12.96843257,0.047508175,3.481661178,
VW0572,Survey,17.95435536,0.463856345,11.49077116,13.90181665
VW0573,Survey,11.54128038,0.209639992,1.724833062,13.19461309
VW0574,Survey,3.708929036,0.012179153,0.223073619,
VW0575,Survey,17.64525879,0.066933813,4.018870203,25.47422784
VW0576,Survey,5.190509636,0,0.13661,
VW0577,Survey,3.567965877,0.168189884,0.725582661,0.997806804
VW0578,Survey,0,0.035080691,0,0
VW0579,Survey,0,0,0,
VW0580,Survey,0,0,0,0
VW0581,Survey,80.25008181,6.394318633,64.07038734,
VW0582,Survey,13.06267295,1.49755672,2.473772189,6.50538692
VW0583,Survey,0.372208954,0.005626062,0,
VW0584,Survey,0.830479355,0.127445002,2.951977569,
VW0585,Survey,43.71240828,4.631456935,38.58213595,
VW0586,Survey,35.79485309,3.932344524,35.69757782,
VW0587,Survey,14.7874011,0.982932453,8.493191119,
VW0588,Survey,4.176599331,0.073458508,0.06016218,
VW0589,Survey,64.54589513,5.347142887,59.5072771,
VW0590,Survey,14.86027714,1.73735334,7.848267779,
VW0591,Survey,5.229170681,0.705785988,3.315305357,
VW0592,Survey,123.3707804,4.747509339,45.50418517,43.84381199
VW0593,Survey,51.38471127,1.739296743,27.63035071,
VW0594,Survey,51.23672063,1.666954703,25.41505858,
VW0595,Survey,24.9886113,0.112617426,2.343712985,
VW0596,Survey,20.84064017,0.18924327,5.667565842,26.88288729
VW0597,Survey,26.23441278,0.338763694,10.66791873,
VW0598,Survey,122.9586024,5.051467517,48.6652736,
VW0599,Survey,34.28737211,0.771218906,14.4434202,26.74065787
VW0600,Survey,31.69078611,0.728038634,10.72030706,22.91725512
VW0601,Survey,27.68699176,0.298168855,4.105928163,
VW0602,Survey,14.40615426,0.060111761,2.350294426,21.37873115
VW0603,Survey,89.77022433,3.306000334,34.84832514,36.47756539
VW0604,Survey,33.22489492,0.870555058,17.94897444,18.1996604
VW0605,Survey,18.19692167,0.08399285,1.700006569,18.01105219
VW0606,Survey,17.4397611,0.106579527,4.407052093,15.6027054
VW0607,Survey,23.57886162,0.441640392,13.01862375,17.69675398
VW0608,Survey,34.81639589,0.380417568,3.3190354,
VW0609,Survey,17.01612825,1.341091383,11.53689156,5.7419901
VW0610,Survey,8.976549296,0.444375825,3.485013179,11.02842994
VW0611,Survey,5.511972322,0.27454781,2.279106528,8.132181483
VW0612,Survey,7.362018596,0.334001813,2.97453145,9.174065592
VW0613,Survey,19.66613836,1.701052412,22.41991249,
VW0614,Survey,8.333400618,0.876173128,11.09121114,
VW0615,Survey,4.50036766,0.615399614,7.153741924,
VW0616,Survey,18.21109536,1.814479045,26.31004677,
VW0617,Survey,7.484503152,0.700594947,11.48092928,
VW0618,Survey,2.783521855,0.437634775,3.12525473,
VW0619,Survey,5.944780229,0.781183045,10.61104565,
VW0620,Survey,4.41465903,0.533358977,9.843435631,
VW0621,Survey,13.31104876,0.899130651,21.1650419,
VW0622,Survey,13.84673405,1.202196024,8.814016883,
VW0623,Survey,15.001655,1.373579312,15.2710806,
VW0624,Survey,13.04134324,0.78831438,7.783899121,
VW0625,Survey,7.556847057,0.966046607,6.257462226,
VW0626,Survey,16.71700976,1.139481526,10.43623363,
VW0627,Survey,7.729912394,0.536709353,9.320106823,6.224595867
VW0628,Survey,1.859530413,0.226033114,6.137119337,2.533922749
VW0629,Survey,3.676403586,0.466119434,6.852939667,2.239021425
VW0630,Survey,4.097588063,0.615866935,5.590340072,
VW0631,Survey,8.294209921,0.707370317,9.511487765,4.709234186
VW0632,Survey,6.901129,0.630316429,9.139611266,2.29961757
VW0633,Survey,21.56739545,2.161837962,33.50085139,
VW0634,Survey,2.126090605,0.589499949,5.160121128,
VW0635,Survey,1.717944976,0.492931632,7.654700824,
VW0636,Survey,1.12751268,0.357535233,3.983844346,0.30594981
VW0637,Survey,16.74204162,1.934597246,24.43714424,
VW0638,Survey,3.171754407,0.549690271,9.154346128,
VW0639,Survey,1.571151944,0.278858453,4.123746551,
VW0640,Survey,2.306510438,0.421544781,4.913594856,
VW0641,Survey,14.41226573,1.517166183,25.49843996,
VW0642,Survey,5.883811882,0.758422569,6.89285118,0.558146755
VW0643,Survey,3.478482375,0.705477197,8.097211714,
VW0644,Survey,4.098373509,0.607723772,8.434865553,
VW0666,Survey,29.04099766,1.451087661,23.53516991,
VW0667,Survey,60.49138842,3.26593931,48.14783361,
VW0668,Survey,27.20471568,1.580815863,29.71827439,
VW0669,Survey,22.01060387,1.22677333,25.73250849,
VW0670,Survey,8.955858258,0.580788484,11.93144928,
VW0671,Survey,34.42868282,1.656636707,29.88900746,
VW0672,Survey,35.25021322,1.767631408,34.54129177,
VW0673,Survey,13.87921613,0.782579791,18.76928252,
VW0674,Survey,8.991625949,0.407553411,9.697033368,
VW0675,Survey,38.0534889,1.941591428,33.12664358,
VW0676,Survey,38.39978492,1.681264916,32.70767016,
VW0677,Survey,9.969080038,0.573065654,16.12862547,
VW0678,Survey,17.74124727,1.009355781,20.10716178,
VW0679,Survey,16.39653084,0.8605143,16.84217578,
VW0680,Survey,0.367953491,0.14246118,1.875480948,
VW0681,Survey,2.022578886,0.28827063,4.364794246,
VW0682,Survey,0.858816445,0.150440344,1.053778212,
VW0683,Survey,1.368731525,0.237838708,3.57982293,
VW0684,Survey,1.947894749,0.294278475,2.466818913,
VW0685,Survey,1.289573733,0.284260012,2.232194367,
VW0686,Survey,5.443061643,0.620688399,9.93447361,
VW0687,Survey,1.744583964,0.440275379,4.821427851,
VW0688,Survey,1.819245254,0.284800787,4.034771238,
VW0689,Survey,2.156615606,0.482416789,0,0.548306336
VW0690,Survey,0.093209678,0.264484536,7.201515742,
VW0691,Survey,3.535231009,0.271778504,3.780605807,
VW0692,Survey,0.121152516,0.076943714,0.287906936,
VW0693,Survey,26.56809708,2.002672165,27.63981314,
VW0694,Survey,3.446168981,0.537870866,7.688153654,
VW0695,Survey,3.393925592,0.511290639,6.6952701,
VW0696,Survey,3.236598893,0.391701741,5.09239701,
VW0697,Survey,27.20586317,2.316197873,25.1604767,
VW0698,Survey,3.40500292,0.531718056,5.456003684,
VW0699,Survey,0.860376087,0.269340656,4.468738096,
VW0700,Survey,0.843939135,0.166514841,3.420235975,
VW0701,Survey,46.40097345,3.788297786,41.49698049,8.317444464
VW0702,Survey,15.80138821,1.279835165,29.03220353,10.13964549
VW0703,Survey,0.217795636,0.196446982,6.599355104,
VW0704,Survey,32.22270902,2.888606168,26.83016229,
VW0705,Survey,34.85833777,3.262315091,31.85139484,
VW0706,Survey,29.16913752,2.267626386,26.66502666,
VW0707,Survey,22.5595551,2.122161352,19.50840492,
VW0708,Survey,24.76935444,2.183050575,22.63336856,
VW0709,Survey,12.81110215,1.115433812,12.6471061,
VW0710,Survey,22.17326832,2.156045849,21.26617205,
VW0711,Survey,16.55082079,1.730558667,14.91156068,
VW0712,Survey,11.5603196,0.955969055,8.101093523,
VW0713,Survey,8.961766692,1.188991787,8.484019355,
VW0714,Survey,14.73023632,1.274796807,4.708188267,
VW0715,Survey,7.073200883,1.151938545,4.503002833,
VW0716,Survey,13.88431306,1.318191016,10.34770574,
VW0717,Survey,9.018171163,1.194817328,5.075224986,
VW0718,Survey,21.51428145,2.199143668,21.91180781,
VW0719,Survey,15.61289813,1.396119481,13.16735483,
VW0720,Survey,38.68466809,2.595230785,42.31726275,
VW0721,Survey,7.53424544,0.518865657,24.15432524,12.50879155
VW0722,Survey,4.903443354,0.749607562,8.131006626,
VW0723,Survey,59.53884736,4.265108866,49.3538706,10.79439854
VW0724,Survey,22.09917535,1.971353594,25.30426015,
VW0725,Survey,224.8851147,13.39995575,105.8941844,23.29607721
VW0726,Survey,8.840685342,1.100424078,6.869950281,
VW0727,Survey,205.0028331,12.07303279,211.803489,
VW0728,Survey,19.91121992,1.543272021,18.10216575,
VW0729,Survey,178.1896605,10.52779256,182.4355372,
VW0730,Survey,11.83656547,1.023093813,11.2797372,
VW0731,Survey,58.97596434,3.439155414,42.16315268,
VW0732,Survey,8.736056085,1.058538496,5.673299933,
VW0733,Survey,13.06195734,0.743894175,9.738169325,
VW0734,Survey,35.22367898,2.401235366,23.90209611,
VW0735,Survey,6.646202589,1.015457275,5.342042974,
VW0736,Survey,7.011363818,1.161264864,8.774622916,
VW0737,Survey,4.934466906,0.800137585,5.217647303,
VW0738,Survey,26.15154364,1.9034424,17.80742941,
VW0739,Survey,33.60328442,1.508674215,17.91816201,0.440454816
VW0740,Survey,26.98742238,0.777447617,12.83103922,
VW0741,Survey,31.56072176,0.477968832,6.094603126,0.762075224
VW0742,Survey,20.68706928,0.015385748,1.918870464,29.56280673
VW0743,Survey,1.710503011,0.041318856,0.132825843,
VW0744,Survey,22.25749531,0.109064732,3.627725906,
VW0745,Survey,85.58471994,3.691754903,37.6879349,31.32034215
VW0746,Survey,46.06148223,0.804506386,10.69896998,31.88109893
VW0747,Survey,7.405201563,0,1.301712137,15.84680049
VW0748,Survey,6.07291742,0,0.523208459,
VW0749,Survey,12.54821518,0,1.709830836,33.37973735
VW0750,Survey,63.02181452,2.223247995,21.1856942,30.19962999
VW0751,Survey,11.23317564,0.020383073,0.824214682,27.83924672
VW0752,Survey,8.877849303,0.035909568,0.478819021,
VW0753,Survey,30.96942534,0.029799978,3.470444846,
VW0754,Survey,0.590908607,0,7.27119E-06,0.443705063
VW0755,Survey,9.851820615,0.919033789,5.358035156,0.711389515
VW0756,Survey,6.660043458,1.015852331,5.589134298,
VW0757,Survey,9.115985294,0.987405308,10.38996588,
VW0758,Survey,28.81388877,2.470332049,30.39792139,
VW0759,Survey,13.64146949,1.202514014,16.69583729,
VW0760,Survey,12.35930274,1.203810535,11.53593374,
VW0761,Survey,58.72241193,4.545816296,54.26012163,
VW0762,Survey,17.36598923,1.361468912,17.90499138,
VW0763,Survey,18.54454697,1.350044143,20.46431406,
VW0764,Survey,10.67435407,0.983388366,11.05649617,
VW0765,Survey,49.51072794,4.168534807,51.50123366,
VW0766,Survey,41.77670298,3.201598069,35.26667303,
VW0767,Survey,39.06058752,2.63027092,42.04409748,
VW0768,Survey,46.71831861,3.871398603,46.77539528,
VW0769,Survey,61.06262809,4.807183416,53.21040135,
VW0770,Survey,16.94851979,1.755049997,17.68456491,
VW0771,Survey,46.45552496,4.134630158,50.14917187,
VW0772,Survey,28.23628977,2.130537252,21.38145923,
VW0773,Survey,6.96579364,0.754150691,8.018247386,
VW0774,Survey,5.266074913,0.685762032,6.59667856,
VW0775,Survey,42.53124047,3.224164995,37.05614657,
VW0776,Survey,11.44620463,1.034061205,14.74752774,
VW0777,Survey,5.776057576,0.605939565,7.838174506,
VW0778,Survey,15.77972342,1.111814189,18.81670838,
VW0779,Survey,6.910037403,0.708953054,10.68558299,
VW0780,Survey,15.9726437,1.121807196,15.94718765,
VW0781,Survey,8.168089692,0.52425796,11.52555649,
VW0782,Survey,21.95356352,1.508131364,23.34480307,
VW0783,Survey,9.317103026,0.925785157,9.019042062,
VW0784,Survey,7.837916938,0.73769083,10.52014305,
VW0785,Survey,55.63985858,4.157521,55.45981971,
VW0786,Survey,8.679375582,0.90303721,13.44399956,
VW0787,Survey,44.31544929,2.840647318,40.18836005,
VW0788,Survey,9.953570685,1.069788902,14.37265151,
VW0789,Survey,8.143723546,0.828966,12.61007684,
VW0790,Murray LLS,10.29049409,0.974534027,12.09118411,
VW0791,Murray LLS,7.023803861,0.809366884,9.147328047,
VW0792,Murray LLS,11.6914552,1.07699148,14.66274201,
VW0793,Murray LLS,7.490024978,0.84689356,10.99523923,
VW0794,Murray LLS,48.02607811,3.893466937,51.91961935,
VW0795,Murray LLS,11.73235811,1.037393176,7.54008763,
VW0796,Murray LLS,165.889248,10.94740305,162.7910603,
VW0797,Murray LLS,3.535012907,0.427933025,3.816224762,
VW0798,Murray LLS,2.257614431,0.477532688,2.027721888,
VW0799,Murray LLS,47.18026233,3.336873078,47.61540975,
VW0800,Murray LLS,4.474523704,0.530426716,4.940457526,
VW0801,Murray LLS,63.01594007,4.105141993,66.11390905,
VW0802,Murray LLS,4.519353019,0.599144578,6.430423646,
VW0803,Murray LLS,53.03359736,3.511489967,56.05028758,
VW0804,Murray LLS,4.858136158,0.51568743,4.584510476,
VW0805,Murray LLS,2.08169781,0.301806848,1.996441832,
VW0806,Murray LLS,38.11676956,2.851653652,39.62163666,
VW0807,Murray LLS,16.95222517,1.256457163,14.98957306,
VW0808,Murray LLS,4.091347653,0.285968151,2.446393169,
VW0809,Murray LLS,71.55518854,4.254838551,76.4054656,
VW0810,Murray LLS,2.365893117,0.342871379,1.704988286,
VW0811,Murray LLS,31.34537451,1.64219099,30.3025478,
VW0812,Murray LLS,11.22608479,0.965960116,9.303189313,
VW0813,Murray LLS,7.450656109,0.662082954,4.243262167,
VW0814,Murray LLS,193.0821412,12.17169753,210.3880627,
VW0815,Murray LLS,14.67545769,0.869061349,12.24225223,
VW0816,Murray LLS,42.8780065,3.193751429,40.70528044,
VW0817,Murray LLS,8.804234299,0.738740422,6.290826455,
VW0818,Murray LLS,34.52721147,1.986845298,34.68268842,
VW0819,Murray LLS,13.76566566,0.726226944,12.64505066,
VW0820,Murray LLS,21.67898784,1.887650671,27.06537155,
VW0821,Murray LLS,5.836442352,0.734660523,5.520164347,
VW0822,Murray LLS,68.77726576,4.540947903,74.04289281,
VW0823,Murray LLS,8.136927401,0.531265763,7.981574228,
VW0824,Murray LLS,83.78427389,6.053184344,83.26885528,
VW0825,Murray LLS,2.250108001,0.238424585,2.728208689,
VW0826,Murray LLS,2.465798122,0.255351334,2.968532581,
VW0827,Murray LLS,59.10014703,4.110281829,54.71985496,
VW0828,Murray LLS,6.10160644,0.559691913,5.411429758,
VW0829,Murray LLS,7.125472132,0.521879531,6.456950349,
VW0830,Murray LLS,72.25294103,4.590507647,67.77744808,
VW0831,Murray LLS,6.844172803,0.652345852,6.585536413,
VW0832,Murray LLS,6.901186794,0.803093963,6.9575879,
VW0833,Murray LLS,22.28196846,1.826587389,21.28655065,
VW0834,Murray LLS,11.52733551,0.794578093,9.936396362,
VW0835,Murray LLS,5.431724327,0.402726552,5.247961651,
VW0836,Murray LLS,41.82770254,3.138956324,42.22161277,
VW0837,Murray LLS,7.744582502,0.546889978,5.637908327,
VW0838,Murray LLS,4.933151945,0.370206535,3.787515392,
VW0839,Murray LLS,156.2737509,9.305330615,162.0562098,
VW0840,Murray LLS,13.40344819,1.07992417,11.79823574,
VW0841,Murray LLS,11.88565616,1.070252321,5.674500459,
VW0842,Murray LLS,19.22049941,1.287287661,17.82105381,
VW0843,Murray LLS,9.478627673,0.922407921,6.856222797,
VW0844,Murray LLS,8.677943847,0.836703165,3.728177861,
VW0845,Murray LLS,43.06407003,3.036835993,45.51095808,
VW0846,Murray LLS,9.298504929,0.782065902,7.797715569,
VW0847,Murray LLS,33.40221569,2.444619807,35.40679603,
VW0848,Murray LLS,15.04567127,1.333320543,13.55553342,
VW0849,Murray LLS,5.242286477,0.837237993,5.657029159,
VW0850,Murray LLS,41.8732845,3.262661889,40.84766752,
VW0851,Murray LLS,6.153649229,0.310931254,4.877229318,
VW0852,Murray LLS,9.482882966,0.59257572,8.273820781,
VW0853,Murray LLS,29.99826292,2.290291784,26.66539846,
VW0854,Murray LLS,6.137629676,0.497133576,5.031686032,
VW0855,Murray LLS,6.508784718,0.52978906,5.805878193,
VW0856,Murray LLS,24.06638306,1.576101974,22.44065644,
VW0858,Murray LLS,5.163138241,0.386928163,5.016323281,
VW0859,Murray LLS,43.88735231,2.703130574,41.97671536,
VW0860,Murray LLS,5.580697523,0.378933812,4.932583367,
VW0861,Murray LLS,71.62252133,4.580250583,79.5502913,
VW0862,Murray LLS,6.225673717,0.662194596,5.24297796,
VW0863,Murray LLS,28.99096647,2.27031063,32.78372065,
VW0864,Murray LLS,10.04188285,0.840687089,10.44742713,
VW0865,Murray LLS,51.29457345,3.86129181,49.95048916,
VW0867,Murray LLS,4.298668262,0.542875714,5.381903531,
VW0868,Murray LLS,47.05306951,3.973228944,52.28598712,
VW0869,Murray LLS,5.294702244,0.421133766,3.223281623,
VW0870,Murray LLS,6.207582216,0.387631881,4.628741405,
VW0871,Murray LLS,46.54435036,4.273506025,45.8186841,
VW0872,Murray LLS,8.332609664,0.660433179,7.98074365,
VW0873,Murray LLS,4.237241104,0.661161207,4.751292625,
VW0874,Murray LLS,6.512576401,0.716226906,5.025308558,
VW0875,Murray LLS,13.39969951,0.948439528,12.71058687,
VW0876,Murray LLS,14.46446716,1.118141286,14.18983696,
VW0877,Murray LLS,9.302329201,0.710201606,7.045478366,
VW0878,Murray LLS,16.47036706,1.380460505,22.82097104,
VW0879,Murray LLS,6.658784133,0.660713743,5.5165561,
VW0880,Survey,439.1702818,19.39654603,489.1939804,
VW0881,Survey,235.623421,8.296001357,240.9551467,
VW0882,Survey,112.5890766,4.863251057,107.2361731,
VW0883,Survey,47.67689828,1.373980165,41.98565677,
VW0884,Survey,48.65938599,1.736968479,50.19161384,
VW0885,Survey,7.177132086,0.097632564,7.775615133,
VW0886,Survey,11.13408075,0.221927107,12.20635894,
VW0887,Survey,281.6865436,12.4065198,294.3883851,
VW0888,Survey,224.8953122,12.47702319,239.262427,
VW0889,Survey,163.8888996,7.68950127,170.0322113,
VW0890,Survey,29.46069803,0.723635196,23.52143301,
VW0891,Survey,296.6706543,13.46371112,301.4897432,
VW0892,Survey,246.1538207,12.9622753,267.3947719,
VW0893,Survey,201.2672804,9.320851742,217.0822104,
VW0894,Survey,239.1034412,10.76626032,267.0034433,
VW0895,Survey,121.7763012,7.796514866,129.9105287,
VW0896,Survey,48.71121475,2.940830563,45.1503498,
VW0897,Survey,31.14427946,2.354552147,30.93340789,
VW0898,Survey,93.73002876,6.139304529,98.80980266,
VW0899,Survey,25.69818776,1.233325745,27.04314089,
VW0900,Survey,20.23135629,1.618586984,20.81929898,
VW0901,Survey,269.2769413,13.25258497,258.1057525,
VW0902,Survey,35.96801511,1.766126708,36.55429738,
VW0903,Survey,36.07529133,2.684410266,34.55224771,
VW0904,Survey,422.2914031,19.57843911,520.0091898,
VW0905,Survey,412.4579181,16.28421104,512.4740637,
VW0906,Survey,384.9487164,15.01155653,479.7181921,
VW0907,Survey,412.9097152,14.79224675,507.2517451,
VW0908,Survey,435.9823344,19.61992985,512.3903069,
VW0909,Survey,285.5109746,10.7563009,325.3366157,
VW0910,Survey,281.7899396,9.677431274,312.3169028,
VW0911,Survey,36.97927856,0.914815923,33.1748007,
VW0912,Survey,169.068647,9.26474279,156.8936615,
VW0913,Survey,30.25301408,1.614147381,15.97451416,
VW0914,Survey,17.3241003,0.491945968,8.864136653,
VW0915,Survey,340.1922025,18.48576904,362.9695591,
VW0916,Survey,130.8916758,6.145535202,96.10239693,
VW0917,Survey,18.10581644,0.487092885,4.115165217,
VW0918,Survey,271.5782049,14.56427544,302.4740116,
VW0919,Survey,189.0754252,8.966599047,202.0619605,
VW0920,Survey,350.9076802,17.03741197,398.5828574,
VW0921,Survey,406.7034523,17.32899542,459.4768019,
VW0922,Survey,302.3807988,13.75800885,323.4447581,
VW0923,Survey,33.57417903,0.867413754,31.24751864,
VW0924,Survey,286.8409675,13.25150015,304.8400765,
VW0925,Survey,336.7364461,14.29966662,335.4564413,
VW0926,Survey,269.0439746,10.6306581,335.3330064,
VW0927,Survey,177.2854968,8.459855068,195.6210633,
VW0928,Survey,59.8601013,1.974249806,53.99695442,
VW0929,Survey,359.370503,18.42396806,401.0102371,
VW0930,Survey,49.1114473,3.058413364,38.9623268,
VW0931,Survey,251.1182178,11.98720276,262.1258141,
VW0932,Survey,191.4110988,9.161621151,193.8106681,
VW0933,Survey,129.6248284,7.031396216,129.7334668,
VW0934,Survey,302.0904706,16.68462704,320.7566377,
VW0935,Survey,80.99704803,4.642158957,61.87803066,
VW0936,Survey,301.120362,15.21489099,337.0936392,
VW0937,Survey,47.41999834,2.747763739,34.98496551,
VW0938,Survey,58.41893426,3.182120823,47.60483894,
VW0939,Survey,301.373072,14.94287882,315.6840563,
VW0940,Survey,166.020648,8.324298255,160.7818928,
VW0941,Survey,140.7794115,7.239618948,138.7837144,
VW0942,Survey,114.9777965,6.307642296,114.7120255,
VW0943,Survey,77.51284592,4.012129181,73.0351928,
VW0944,Survey,257.1250734,14.76781892,268.6691427,
VW0945,Survey,92.35340696,5.651845324,74.2640294,
VW0946,Survey,39.81570878,2.239087264,30.63787445,
VW0947,Survey,316.3314802,16.49613154,332.4977196,
VW0948,Survey,159.1359543,9.54033332,141.8057036,
VW0949,Survey,66.07051265,3.675663509,62.49011589,
VW0950,Survey,5.339630264,0.251589218,5.221613457,
VW0951,Survey,295.9807127,16.01123397,305.7731358,
VW0952,Survey,148.6833932,9.700932495,135.6672846,
VW0953,Survey,75.36840752,4.452682379,65.09062315,
VW0954,Survey,23.22431274,1.697897605,17.42845407,
VW0955,Survey,3.60110209,0.220715329,4.25989373,
VW0956,Survey,140.0669883,8.013122917,122.2136883,
VW0957,Survey,62.62925924,3.813876997,53.86557403,
VW0958,Survey,13.4923762,0.488075074,10.65889945,
VW0959,Survey,211.1737925,12.11758379,212.1593252,
VW0960,Survey,96.45304274,5.340855039,88.88988043,
VW0961,Survey,51.16138909,2.556263764,44.78066905,
VW0962,Survey,26.05970793,1.172551128,23.45896915,
VW0963,Survey,324.4296223,15.44532444,346.5964124,
VW0964,Survey,39.98239032,1.854945937,36.85758739,
VW0965,Survey,36.86279653,1.48838048,38.20560162,
VW0966,Survey,107.1287101,8.65991293,112.8468542,
VW0967,Survey,52.56790864,3.69389949,43.67541795,
VW0968,Survey,93.83291245,7.568193571,99.25329913,
VW0969,Survey,210.6718714,11.10323695,234.5627024,
VW0970,Survey,9.361201114,0.39020049,9.600225087,
VW0971,Survey,99.01227114,5.877400192,100.2327353,
VW0972,Survey,175.6984713,11.65883074,199.7874825,
VW0973,Survey,87.40935439,8.099977834,92.87250141,
VW0974,Survey,110.1767222,8.570390916,117.8827005,
VW0975,Survey,93.88819313,6.852316642,90.5543131,
VW0976,Survey,56.71678941,3.433468173,61.23190831,
VW0977,Survey,55.64842209,3.162258419,55.72925583,
VW0978,Survey,116.0624846,9.036559052,134.6890229,
VW0979,Survey,83.80397311,6.79841482,87.93103589,
VW0980,Survey,92.64018225,5.799359811,100.7110595,
VW0981,Survey,45.93662085,2.786058384,39.17802279,
VW0982,Survey,5.7822262,0.295831996,6.061512936,
VW0983,Survey,279.2625343,15.11663731,294.6767058,
VW0984,Survey,82.50499457,4.301592145,68.4560643,
VW0985,Survey,3.88194417,0.088700028,0.533680802,
VW0986,Survey,0.337118772,0,0,
VW0987,Survey,113.3187927,5.953434081,98.61290374,
VW0988,Survey,45.84067229,2.326927532,35.65623261,
VW0989,Survey,1.630363798,0.024027232,0.063714847,
VW0990,Survey,7.045568614,0.146562714,2.903336551,
VW0991,Survey,218.1189303,11.61627031,217.6117678,
VW0992,Survey,70.65185868,3.690559893,58.43871661,
VW0993,Survey,0.716969813,0.019100346,0.007945079,
VW0994,Survey,114.8075819,7.460830028,122.3302361,
VW0995,Survey,102.9459832,5.984373905,93.05540599,
VW0996,Survey,96.82207731,5.974739372,96.66651324,
VW0997,Survey,68.90306482,4.648042789,68.30508427,
VW0998,Survey,111.3888157,7.294612329,112.5188441,
VW0999,Survey,74.88778714,4.861173907,73.63941336,
VW1000,Survey,56.34077159,3.5294423,46.74910888,
VW1001,Survey,128.1806645,8.578425921,134.2981995,
VW1002,Survey,100.6283841,7.333112353,109.662784,
VW1003,Survey,98.74080906,7.647896223,101.1571281,
VW1004,Survey,64.55572918,4.965008933,70.44600768,
VW1005,Survey,43.60164275,3.333549292,49.17162201,
VW1006,Survey,120.7979045,9.01498223,132.4377466,
VW1007,Survey,106.2598119,8.381754556,115.9263509,
VW1008,Survey,124.0488068,9.064549326,139.7211469,
VW1009,Survey,97.47834056,5.992772544,76.79903741,
VW1010,Survey,125.6732924,8.322544154,136.6832221,
VW1011,Survey,105.4895381,7.410427284,109.8077644,
VW1012,Survey,126.1910729,8.367990992,130.8866419,
VW1013,Survey,128.3265293,8.213182198,149.570454,
VW1014,Survey,91.8454848,7.015124338,98.63058065,
VW1015,Survey,72.52171098,5.514325028,87.96016375,
VW1016,Survey,58.10560103,3.974010354,66.96114531,
VW1017,Survey,88.95890783,6.320623387,91.582163,
VW1018,Survey,129.0816372,8.56019446,118.1245096,
VW1019,Survey,133.8526361,8.715230953,148.5878109,
VW1020,Survey,152.4261852,9.093089476,153.3879773,
VW1021,Survey,95.80801746,6.755388387,110.0113593,
VW1022,Survey,169.4857686,10.32031688,156.7231076,
VW1023,Survey,93.34707493,6.085289718,102.4253299,
VW1024,Survey,319.170016,17.52369275,332.5929106,
VW1025,Survey,62.54937052,3.743265302,41.03299249,
VW1026,Survey,26.95118425,1.157578024,16.50245191,
VW1027,Survey,10.77910675,0.209574431,2.687642196,
VW1028,Survey,221.5406004,13.3144931,212.8421306,
VW1029,Survey,52.65233685,3.153497604,30.9258777,
VW1030,Survey,46.60321849,2.189556481,27.11603578,
VW1031,Survey,20.33497696,0.669675282,8.643053169,
VW1032,Survey,304.2324339,18.0535846,310.3791251,
VW1033,Survey,41.80151354,2.003348668,21.3255638,
VW1034,Survey,23.46315408,1.108290985,13.97455792,
