SAMPLE_ID,CORE_LABEL,CORE_NO,UPPER_SAMPLE_DEPTH,LOWER_SAMPLE_DEPTH,CORE_LENGTH,HEIGHT_IN,HEIGHT_OUT,COMPACTION_FACTOR,CONTAINER_WEIGHT,SAMPLE_CONTAINER_DRYWEIGHT,NOTES2
461,MUNDY,1,0,2,120,67,55,,13.0778,20.4482,
462,MUNDY,1,14,16,120,67,55,,13.1233,80.6203,
463,MUNDY,1,28,30,120,67,55,,13.1551,63.4705,
464,MUNDY,1,48,50,120,67,55,,13.1143,76.7555,
465,MUNDY,3,0,2,120,68.5,37,,13.0664,18.9761,
466,MUNDY,3,14,16,120,68.5,37,,13.1419,61.607,
467,MUNDY,3,28,30,120,68.5,37,,13.1792,60.5192,
468,MUNDY,3,48,50,120,68.5,37,,13.1384,82.3107,
469,MUNDY,4,0,2,120,70,42,,13.2232,24.3157,
470,MUNDY,4,14,16,120,70,42,,13.0916,66.8417,
471,MUNDY,4,28,30,120,70,42,,13.1807,70.9898,
472,MUNDY,4,38,40,120,70,42,,12.9937,56.561,
473,LOCH,1,0,2,60,30,17,,13.0634,37.8493,
474,LOCH,1,14,16,60,30,17,,13.0298,59.315,
475,LOCH,1,28,30,60,30,17,,13.3005,56.3977,
476,LOCH,3,0,2,60,30,15,,13.1433,40.7721,
477,LOCH,3,14,16,60,30,15,,13.3261,63.9603,
478,LOCH,4,0,2,60,21,4,,13.07,41.0063,
479,LOCH,4,14,16,60,21,4,,13.1573,57.38,
480,LOCH,4,28,30,60,21,4,,13.208,53.2195,
481,BEAC,1,0,2,120,89,87.5,,13.0895,53.8288,
482,BEAC,1,14,16,120,89,87.5,,3.0235,61.5558,
483,BEAC,1,28,30,120,89,87.5,,13.0422,54.4432,
484,BEAC,3,0,2,120,87,85,,13.0384,51.7854,
485,BEAC,3,14,16,120,87,85,,13.1881,54.7342,
486,BEAC,3,28,30,120,87,85,,13.322,64.2605,
487,BEAC,5,0,2,120,86,83,,13.1805,73.2791,
488,BEAC,5,14,16,120,86,83,,13.2214,50.687,
489,BEAC,5,28,30,120,86,83,,13.0246,55.5109,
490,DOCS,2,0,2,89,46,38,,13.1866,23.0376,
491,DOCS,2,14,16,89,46,38,,13.1995,59.961,
492,DOCS,2,28,30,89,46,38,,13.335,69.785,
493,DOCS,2,38,40,89,46,38,,13.1407,70.6178,
494,DOCS,3,0,2,120,80,73,,13.0954,26.1868,
495,DOCS,3,14,16,120,80,73,,13.1512,68.851,
496,DOCS,3,28,30,120,80,73,,13.2216,66.7075,
497,DOCS,3,38,40,120,80,73,,13.1204,68.773,
498,DOCS,5,0,2,112,76,67,,13.3148,32.2284,
499,DOCS,5,14,16,112,76,67,,13.1027,62.3767,
500,DOCS,5,28,30,112,76,67,,13.1982,69.4193,
501,LMOD,2,0,2,120,43,28,,13.1561,38.1894,
502,LMOD,2,14,16,120,43,28,,13.0634,68.0331,
503,LMOD,2,28,30,120,43,28,,13.0752,66.9234,
504,LMOD,2,48,50,120,43,28,,13.1268,68.52,
505,LMOD,2,74,76,120,43,28,,12.8812,77.8511,
506,LMOD,3,0,2,120,70,60,,13.0225,41.0676,
507,LMOD,3,14,16,120,70,60,,13.0818,70.9288,
508,LMOD,3,28,30,120,70,60,,13.221,67.0281,
509,LMOD,3,46,48,120,70,60,,13.2767,78.2668,
510,LMOD,4,0,2,120,66,56,,13.0032,28.4881,
511,LMOD,4,14,16,120,66,56,,13.178,65.6418,
512,LMOD,4,28,30,120,66,56,,13.212,73.1307,
513,LMOD,4,48,50,120,66,56,,13.1651,65.2767,
514,BLAC,1,0,2,150,75.5,73.5,,13.0886,31.6513,
515,BLAC,1,14,16,150,75.5,73.5,,13.1041,74.758,
516,BLAC,1,28,30,150,75.5,73.5,,13.011,75.1319,
517,BLAC,1,48,50,150,75.5,73.5,,13.0915,74.154,
518,BLAC,1,68,70,150,75.5,73.5,,13.2327,78.4686,
519,BLAC,2,0,2,150,72,66,,13.0135,44.3278,
520,BLAC,2,14,16,150,72,66,,13.147,77.277,
521,BLAC,2,28,30,150,72,66,,13.1436,82.5082,
522,BLAC,2,48,50,150,72,66,,13.0306,74.6523,
523,BLAC,2,74,76,150,72,66,,13.1673,77.7815,
524,BLAC,3,0,2,150,102,96,,13.2378,25.3093,
525,BLAC,3,14,16,150,102,96,,13.06,68.6125,
526,BLAC,3,28,30,150,102,96,,13.1628,75.5132,
527,BLAC,3,48,50,150,102,96,,13.108,84.7624,
528,MCAL,1,0,2,120,68,59,,13.0187,22.9253,
529,MCAL,1,14,16,120,68,59,,13.28,47.8678,
530,MCAL,1,28,30,120,68,59,,13.1283,61.9165,
531,MCAL,1,48,50,120,68,59,,12.9521,65.0333,
532,MCAL,3,0,2,120,74.5,71.5,,13.1004,19.895,
533,MCAL,3,14,16,120,74.5,71.5,,13.1015,69.7134,
534,MCAL,3,28,30,120,74.5,71.5,,13.2029,69.1188,
535,MCAL,3,44,46,120,74.5,71.5,,13.2812,65.2045,
536,MCAL,4,0,2,120,81,77,,13.1808,49.6357,
537,MCAL,4,14,16,120,81,77,,13.2828,61.1139,
538,MCAL,4,28,30,120,81,77,,13.0998,56.7597,
539,BUNI,1,0,2,150,83,56,,13.0855,31.1455,
540,BUNI,1,14,16,150,83,56,,13.101,85.1525,
541,BUNI,1,28,30,150,83,56,,13.4105,76.3104,
542,BUNI,1,48,50,150,83,56,,13.0324,63.9688,
543,BUNI,1,58,60,150,83,56,,13.2065,61.6184,
544,BUNI,4,0,2,150,90,61,,13.0411,37.1125,
545,BUNI,4,14,16,150,90,61,,13.2378,92.1624,
546,BUNI,4,28,30,150,90,61,,13.1033,76.1839,
547,BUNI,4,48,50,150,90,61,,13.1008,63.4018,
548,BUNI,2,0,2,150,99,63,,13.0282,30.033,
549,BUNI,2,14,16,150,99,63,,13.1398,79.602,
550,BUNI,2,28,30,150,99,63,,13.0978,67.4024,
551,BUNI,2,48,50,150,99,63,,13.0247,71.3929,
552,CORN,1,0,2,120,64,56,,13.0444,38.9775,
553,CORN,1,14,16,120,64,56,,13.1054,60.9221,
554,CORN,1,28,30,120,64,56,,13.0844,53.9448,
555,CORN,1,48,50,120,64,56,,13.0984,57.0152,
556,CORN,2,0,2,120,86,83,,13.1982,27.8688,
557,CORN,2,14,16,120,86,83,,13.1352,60.6765,
558,CORN,2,28,30,120,86,83,,13.0877,74.0317,
559,CORN,4,0,2,120,84,79,,13.2162,43.9062,
560,CORN,4,14,16,120,84,79,,13.1137,52.132,
561,CORN,4,28,30,120,84,79,,13.2056,57.3108,
562,GNAR,3,0,2,120,57,24,,13.1275,35.2965,
563,GNAR,3,14,16,120,57,24,,13.2797,70.2113,
564,GNAR,3,28,30,120,57,24,,13.1751,73.1708,
565,GNAR,3,48,50,120,57,24,,13.1115,57.7155,
566,GNAR,3,58,60,120,57,24,,13.0705,56.5236,
567,GNAR,4,0,2,120,50,31,,13.05,34.1168,
568,GNAR,4,14,16,120,50,31,,13.0949,74.2476,
569,GNAR,4,28,30,120,50,31,,13.2,25.5107,
570,GNAR,4,48,50,120,50,31,,13.0864,59.4182,
571,GNAR,4,58,60,120,50,31,,13.1275,56.3454,
572,GNAR,5,0,2,120,44,17,,13.1141,36.0401,
573,GNAR,5,14,16,120,44,17,,13.2118,65.3866,
574,GNAR,5,28,30,120,44,17,,13.1802,72.6959,
575,GNAR,5,48,50,120,44,17,,13.1083,61.975,
576,GNAR,5,68,70,120,44,17,,13.1796,68.7838,
577,COLA,2,0,2,120,46,38,,13.1387,62.0985,
578,COLA,2,14,16,120,46,38,,13.1323,82.2118,
579,COLA,2,28,30,120,46,38,,13.0611,75.0178,
580,COLA,2,48,50,120,46,38,,12.9944,72.6455,
581,COLA,2,58,60,120,46,38,,12.9894,26.0098,
582,COLA,3,0,2,120,36,31,,12.9944,46.8618,
583,COLA,3,14,16,120,36,31,,13.0243,68.9405,
584,COLA,3,28,30,120,36,31,,13.2878,85.1147,
585,COLA,3,48,50,120,36,31,,13.138,30.8537,
586,COLA,3,74,76,120,36,31,,13.1789,49.1491,
587,COLA,4,0,2,120,45,33,,13.0353,80.8945,
588,COLA,4,14,16,120,45,33,,13.2368,68.3261,
589,COLA,4,28,30,120,45,33,,13.1779,39.535,
590,COLA,4,48,50,120,45,33,,13.0646,46.4776,
591,COLA,4,68,70,120,45,33,,13.1046,60.2027,
592,WEER,1,0,2,150,32,25,,13.1151,31.374,
593,WEER,1,14,16,150,32,25,,13.1177,45.3377,
594,WEER,1,28,30,150,32,25,,13.2729,49.7782,
595,WEER,1,48,50,150,32,25,,13.0497,50.9517,
596,WEER,1,74,76,150,32,25,,13.1484,54.8508,
597,WEER,1,94,96,150,32,25,,13.0627,62.232,
598,WEER,4,0,2,150,43,31,,13.1947,28.3322,
599,WEER,4,14,16,150,43,31,,13.028,47.6884,
600,WEER,4,28,30,150,43,31,,13.1583,50.1911,
601,WEER,4,48,50,150,43,31,,13.0268,61.2811,
602,WEER,4,74,76,150,43,31,,13.0978,61.7214,
603,WEER,5,0,2,150,36,32,,13.1827,14.3475,
604,WEER,5,14,16,150,36,32,,13.2685,51.0334,
605,WEER,5,28,30,150,36,32,,12.9547,65.1863,
606,WEER,5,48,50,150,36,32,,13.0628,53.2611,
607,WEER,5,74,76,150,36,32,,13.1777,29.8948,
608,WEER,5,94,96,150,36,32,,13.0933,78.8482,
609,LALB,1,0,2,87,45,37,,13.1234,49.3916,
610,LALB,1,14,16,87,45,37,,13.0448,68.0792,
611,LALB,1,28,30,87,45,37,,12.9635,56.647,
612,LALB,1,38,40,87,45,37,,12.96,70.7267,
613,CARP,5,0,2,70,35,35,,13.3177,59.5323,
614,CARP,5,14,16,70,35,35,,13.0742,76.1102,
615,CARP,5,28,30,70,35,35,,13.02,75.0788,
616,CARP,4,0,2,63.5,33,32,,13.1082,63.3953,
617,CARP,4,14,16,63.5,33,32,,13.1383,82.4815,
618,CARP,4,28,30,63.5,33,32,,13.1751,79.5881,
619,CARP,1,0,2,68,37,31,,13.0976,74.6515,
620,CARP,1,14,16,68,37,31,,13.0243,86.9354,
621,CARP,1,28,30,68,37,31,,13.1486,75.5641,
622,MERR,5,0,2,81.5,60,58,,13.0059,66.3449,
623,MERR,5,14,16,81.5,60,58,,13.219,56.0689,
624,MERR,3,0,2,74.5,52,39,,13.2529,58.4453,
625,MERR,3,14,16,74.5,52,39,,13.0944,62.1694,
626,MERR,2,0,2,69,44,42,,13.1097,58.4698,DUPLICATE
627,COOP,4,0,2,90,71,70.5,,13.0891,45.2223,
628,COOP,4,14,16,90,71,70.5,,13.1876,76.3602,
629,COOP,5,0,2,120,103.5,93,,13.05,39.7195,
630,COOP,5,14,16,120,103.5,93,,13.0949,79.903,
631,COOP,2,0,2,60,44,41,,13.2,50.8486,
632,COOP,2,14,16,60,44,41,,13.1774,71.8057,
633,THRD,2,0,2,90,45,45,,13.0294,58.2667,
634,THRD,2,14,16,90,45,45,,13.0218,79.334,
635,THRD,2,28,30,90,45,45,,13.2197,60.2053,
636,THRD,2,38,40,90,45,45,,13.2466,64.7421,
637,THRD,1,0,2,80,35,35,,13.5003,62.7078,
638,THRD,1,14,16,80,35,35,,12.9926,82.5313,
639,THRD,1,28,30,80,35,35,,13.003,72.0405,
640,THRD,1,38,40,80,35,35,,12.9602,57.335,
641,THRD,5,0,2,80,25,19,,13,53.4447,
642,THRD,5,14,16,80,25,19,,13.0158,75.6035,
643,THRD,5,28,30,80,25,19,,12.9617,67.8152,
644,THRD,5,48,50,80,25,19,,13.0441,70.6471,
666,PUZZ Phrag,1,0,2,120,48,25,,13.1049,56.2506,
667,PUZZ Phrag,1,14,16,120,48,25,,13.1988,37,
668,PUZZ Phrag,1,28,30,120,48,25,,13.1015,46.4802,
669,PUZZ Phrag,1,48,50,120,48,25,,13.1044,48.7012,
670,PUZZ Phrag,1,74,76,120,48,25,,23.1011,65.178,
671,PUZZ Phrag,2,0,2,120,79,65,,13.0412,31.6823,
672,PUZZ Phrag,2,14,16,120,79,65,,12.9718,40.0782,
673,PUZZ Phrag,2,28,30,120,79,65,,22.9989,68.8288,
674,PUZZ Phrag,2,38,40,120,79,65,,23.0258,61.4727,
675,PUZZ Phrag,3,0,2,120,54,35,,23.02,45.8963,
676,PUZZ Phrag,3,14,16,120,54,35,,23.027,51.3046,
677,PUZZ Phrag,3,28,30,120,54,35,,23.0311,71.4436,
678,PUZZ Phrag,3,48,50,120,54,35,,22.9988,72.1878,
679,PUZZ Phrag,3,58,60,120,54,35,,23.0411,69.3802,
680,HIND,5,0,2,90,37,10,,22.9218,84.6453,
681,HIND,5,14,16,90,37,10,,23.114,74.4253,
682,HIND,5,28,30,90,37,10,,23.1355,68.8881,
683,HIND,2,0,2,94,46,31,,23.0341,78.2891,
684,HIND,2,14,16,94,46,31,,23.128,78.8135,
685,HIND,2,28,30,94,46,31,,23.9652,73.7515,
686,HIND,3,0,2,90,42,20,,23.0089,68.3718,
687,HIND,3,14,16,90,42,20,,23.0488,79.7583,
688,HIND,3,28,30,90,42,20,,23.0485,77.4137,
689,BRNG,1,0,2,120,75,73,,23.0359,71.1832,
690,BRNG,1,14,16,120,75,73,,23.1322,77.5502,
691,BRNG,1,28,30,120,75,73,,23.0383,87.833,
692,BRNG,1,46,48,120,75,73,,22.9871,98.6455,
693,BRNG,4,0,2,60,15,4,,22.9797,61.7775,
694,BRNG,4,14,16,60,15,4,,23.0051,85.5234,
695,BRNG,4,28,30,60,15,4,,22.9741,94.9565,
696,BRNG,4,44,46,60,15,4,,23.0835,94.2021,
697,BRNG,3B,0,2,60,9,4,,23.1122,74.2538,
698,BRNG,3B,14,16,60,9,4,,23.0723,85.6587,
699,BRNG,3B,28,30,60,9,4,,22.9683,90.4029,
700,BRNG,3B,48,50,60,9,4,,22.9548,84.0801,
701,LEAR ,2,0,2,60,22,7,,23.0365,51.9416,
702,LEAR ,2,14,16,60,22,7,,23.0062,69.0615,
703,LEAR ,2,28,30,60,22,7,,22.9963,91.1154,
704,CONN,5,0,2,30,6,0,,23.1142,60.1855,
705,CONN,5,14,16,30,6,0,,22.9898,66.1323,
706,CONN,5,22,24,30,6,0,,23.0548,67.16,
707,CONN,3,0,2,30,3,2,,23.0788,71.3395,
708,CONN,3,14,16,30,3,2,,23.1071,84.1874,
709,CONN,3,22,24,30,3,2,,23.0078,66.1083,
710,CONN,1,0,2,30,4,2,,23.0364,51.7152,
711,CONN,1,14,16,30,4,2,,23.0174,72.328,
712,CONN,1,22,24,30,4,2,,23.0709,39.6819,
713,KANA,5,0,2,30,4,3,,23.0735,61.4607,
714,KANA,5,14,16,30,4,3,,23.107,91.2808,
715,KANA,5,26,28,30,4,3,,23.0001,87.1366,
716,KANA,2,0,2,30,8,7,,27.0738,56.7585,
717,KANA,2,14,16,30,8,7,,22.9657,75.8599,
718,KANA,3,0,2,30,10,10,,23.0382,52.9652,
719,KANA,3,14,16,30,10,10,,23.1206,48.6752,
720,LEAR ,4,0,2,60,38,20,,23.0032,60.3394,
721,LEAR ,4,14,16,60,38,20,,23.1057,100.4854,
722,LEAR ,4,28,30,60,38,20,,23.0746,97.3191,
723,LEAR ,1,0,2,90,63,21,,22.9631,52.5011,
724,LEAR ,1,14,16,90,63,21,,33.0472,68.3903,
725,REDG,5,0,2,30,13,13,,23.0825,32.8846,
726,REDG,5,14,16,30,13,13,,23.0038,77.0456,
727,REDG,1,0,2,30,11,9,,22.9831,34.8077,
728,REDG,1,14,16,30,11,9,,23.0281,72.8196,
729,REDG,3,0,2,30,13,12,,22.8517,36.0936,
730,REDG,3,14,16,30,13,12,,23.1271,74.4124,
731,TOOA,4,0,2,30,2,2,,23.1161,60.3215,
732,TOOA,4,14,16,30,2,2,,23.1115,78.8072,
733,TOOA,4,24,26,30,2,2,,23.0874,69.8378,
734,TOOA,3,0,2,30,3,3,,23.0066,59.3974,
735,TOOA,3,14,16,30,3,3,,23.1364,64.2655,
736,TOOA,3,24,26,30,3,3,,23.1025,53.954,
737,TOOA,5,0,2,30,6,6,,23.0178,67.571,
738,TOOA,5,14,16,30,6,6,,23.0492,73.0294,
739,OLIV,5,0,2,120,20,3,,13.3833,68.727,
740,OLIV,5,14,16,120,20,3,,13.0688,71.3216,
741,OLIV,5,28,30,120,20,3,,13.0571,73.4815,
742,OLIV,5,48,50,120,20,3,,13.1381,60.3636,
743,OLIV,5,74,76,120,20,3,,13.2724,51.7361,
744,OLIV,5,88,90,120,20,3,,13.1384,55.2832,
745,OLIV,3,0,2,120,38,3,,13.0536,47.9467,
746,OLIV,3,14,16,120,38,3,,13.2117,57.0305,
747,OLIV,3,28,30,120,38,3,,13.1412,62.338,
748,OLIV,3,48,50,120,38,3,,13.2836,51.0264,
749,OLIV,3,68,70,120,38,3,,13.3651,64.4001,
750,OLIV,1,0,2,120,52,14,,13.2893,50.0579,
751,OLIV,1,14,16,120,52,14,,13.1043,62.7678,
752,OLIV,1,28,30,120,52,14,,13.1538,75.311,
753,OLIV,1,48,50,120,52,14,,13.0606,82.9645,
754,OLIV,1,68,70,120,52,14,,13.1756,75.2198,
755,LAWL,2,0,2,49,18,16,,13.2148,66.3139,
756,LAWL,2,14,16,49,18,16,,13.1068,68.1467,
757,LAWL,2,28,30,49,18,16,,13.0488,62.949,
758,LAWL,5,0,2,60,29,27,,13.1881,47.1242,
759,LAWL,5,14,16,60,29,27,,13.2032,65.7234,
760,LAWL,5,28,30,60,29,27,,13.225,64.1824,
761,LAWL,3,0,2,54,15,12,,13.1072,35.2436,
762,LAWL,3,14,16,54,15,12,,13.2568,66.0849,
763,LAWL,3,28,30,54,15,12,,13.0638,58.2358,
764,LAWL,3,38,40,54,15,12,,13.0434,61.7828,
765,CPLC,3,0,2,60,28,10,,13.1287,52.0318,
766,CPLC,3,14,16,60,28,10,,13.1682,69.4332,
767,CPLC,3,28,30,60,28,10,,13.1336,60.0437,
768,CPLC,4,0,2,90,57,44,,13.0962,45.3699,
769,CPLC,4,14,16,90,57,44,,13.2223,49.8536,
770,CPLC,4,28,30,90,57,44,,13.2307,61.7137,
771,CPLC,1,0,2,60,18,8,,13.137,54.0387,
772,CPLC,1,14,16,60,18,8,,13.0596,82.356,
773,CPLC,1,28,30,60,18,8,,13.2898,75.018,
774,CPLC,1,38,40,60,18,8,,13.1084,77.0446,
775,DARL,4,0,2,60,22,14,,13.2624,45.5839,
776,DARL,4,14,16,60,22,14,,13.0964,68.9648,
777,DARL,4,28,30,60,22,14,,13.1534,70.0454,
778,DARL,1,0,2,60,39,37,,13.3882,49.42,
779,DARL,1,14,16,60,39,37,,13.2827,65.6781,
780,DARL,3,0,2,60,44,44,,13.1436,51.4024,
781,DARL,3,14,16,60,44,44,,13.2227,74.2012,
782,MUTT,2,0,2,36,10,8,,13.2077,62.0308,
783,MUTT,2,14,16,36,10,8,,13.1,64.1012,
784,MUTT,2,24,26,36,10,8,,13.3139,68.3533,
785,MUTT,5,0,2,30,16,14,,13.0838,38.3526,
786,MUTT,5,14,16,30,16,14,,13.2717,69.0484,
787,MUTT,1,0,2,60,34,34,,13.05,40.7326,
788,MUTT,1,14,16,60,34,34,,13.1114,63.5654,
789,MUTT,1,24,26,60,34,34,,13.1413,73.2963,
880,CBOG,3,0,2,150,20,11,,13.3066,17.1985,
881,CBOG,3,14,16,150,20,11,,13.1316,27.7153,
882,CBOG,3,28,30,150,20,11,,13.1598,29.8978,
883,CBOG,3,48,50,150,20,11,,13.1421,54.8408,
884,CBOG,3,74,76,150,20,11,,13.1736,45.5612,
885,CBOG,3,98,100,150,20,11,,13.1253,62.9015,
886,CBOG,3,118,120,150,20,11,,13.0965,79.6679,
887,CBOG,5,0,2,150,90,77,,13.2052,14.9547,
888,CBOG,5,14,16,150,90,77,,13.3098,23.5618,
889,CBOG,5,28,30,150,90,77,,13.175,22.6101,
890,CBOG,5,48,50,150,90,23,,13.0306,46.2738,
891,CBOG,4,0,2,150,23,5,,13.086,18.3248,
892,CBOG,4,14,16,150,23,5,,13.2405,23.2134,
893,CBOG,4,28,30,150,23,5,,13.0425,20.3453,
894,CBOG,4,48,50,150,23,5,,13.3187,18.2627,
895,SALE,1,0,2,150,96,78,,13.1404,26.7684,
896,SALE,1,14,16,150,96,78,,13.2636,58.413,
897,SALE,1,28,30,150,96,78,,13.0185,51.2806,
898,SALE,3,0,2,150,95,33,,13.1728,22.5368,
899,SALE,3,14,16,150,95,33,,13.203,58.5793,
900,SALE,3,28,30,150,95,33,,13.0404,45.2747,
901,SALE,5,0,2,150,97,65,,13.166,24.5157,
902,SALE,5,14,16,150,97,65,,13.1089,57.239,
903,SALE,5,28,30,150,97,65,,13.1402,47.8376,
904,MCKE,4,0,2,120,60,13,,13.1007,21.3064,
905,MCKE,4,14,16,120,60,13,,13.0482,24.898,
906,MCKE,4,28,30,120,60,13,,13.1666,21.542,
907,MCKE,4,48,50,120,60,13,,13.1488,18.2938,
908,MCKE,5,0,2,120,67,50,,13.0063,18.0558,
909,MCKE,5,14,16,120,67,50,,13.2129,34.1343,
910,MCKE,5,28,30,120,67,50,,13.0378,30.3313,
911,MCKE,5,48,50,120,67,50,,13.3605,83.6156,
912,HOLY,1,0,2,120,74,64,,13.2238,25.0392,
913,HOLY,1,14,16,120,74,64,,13.1378,83.9952,
914,HOLY,1,28,30,120,74,68,,13.1115,73.3582,
915,HOLY,4,0,2,120,68,61,,13.1174,19.1926,
916,HOLY,4,14,16,120,68,61,,13.3088,43.5877,
917,HOLY,4,28,30,120,68,61,,13.2523,82.3596,
918,NUNZ,1,0,2,150,30,11,,13.282,23.0186,
919,NUNZ,1,14,16,150,30,11,,13.228,29.6462,
920,NUNZ,1,28,30,150,30,11,,13.252,25.9531,
921,NUNZ,2,0,2,150,77,57,,13.305,25.5225,
922,NUNZ,2,14,16,150,77,57,,13.2453,28.127,
923,NUNZ,2,28,30,150,77,57,,13.1016,68.7072,
924,NUNZ,2,48,50,150,77,57,,13.0598,20.1787,
925,NUNZ,3,0,2,150,55,23,,13.0136,18.1284,
926,NUNZ,3,14,16,150,55,23,,13.053,21.3418,
927,NUNZ,3,28,30,150,55,23,,13.0528,24.8843,
928,NUNZ,3,48,50,150,55,23,,13.0175,63.4017,
929,DELE,2,0,2,120,47,0,,13.0781,17.3031,
930,DELE,2,14,16,120,47,0,,13.2497,20.7808,
931,DELE,2,28,30,120,47,0,,13.1234,23.4929,
932,DELE,2,48,50,120,47,0,,13.1246,22.0511,
933,DELE,2,66,68,120,47,0,,12.984,27.3906,
934,DELE,4,0,2,118,47,5,,13.1395,19.5836,
935,DELE,4,14,16,118,47,5,,13.0675,29.4387,
936,DELE,4,28,30,118,47,5,,13.2001,36.2912,
937,DELE,4,48,50,118,47,5,,13.1485,36.4123,
938,DELE,4,68,70,118,47,5,,13.165,34.8808,
939,DELE,5,0,2,120,48,5,,13.0883,14.7744,
940,DELE,5,14,16,120,48,5,,13.2106,23.4863,
941,DELE,5,28,30,120,48,5,,13.0226,28.5414,
942,DELE,5,48,50,120,48,5,,13.3877,30.2202,
943,DELE,5,68,70,120,48,5,,13.1545,32.8313,
944,LIME,4,0,2,120,73,47,,13.3092,17.3644,
945,LIME,4,14,16,120,73,47,,13.1275,34.7748,
946,LIME,4,28,30,120,73,47,,13.1342,57.4268,
947,LIME,2,0,2,120,53,20,,13.2108,19.8334,
948,LIME,2,14,16,120,53,20,,13.0574,27.4352,
949,LIME,2,28,30,120,53,20,,13.1548,44.643,
950,LIME,2,48,50,120,53,20,,13.2887,58.8961,
951,LIME,5,0,2,120,48,10,,13.1098,18.7322,
952,LIME,5,14,16,120,48,10,,13.0806,28.1423,
953,LIME,5,28,30,120,48,10,,13.0131,39.5981,
954,LIME,5,48,50,120,48,10,,13.0231,59.4132,
955,LIME,5,68,70,120,48,10,,13.2281,66.5068,
956,NDOG,1,0,2,120,78,68,,13.3186,31.2768,
957,NDOG,1,14,16,120,78,68,,13.0556,40.6746,
958,NDOG,1,28,30,120,78,68,,13.088,62.1324,
959,NDOG,5,0,2,120,80,69,,13.2792,23.8752,
960,NDOG,5,14,16,120,80,69,,13.0569,36.8528,
961,NDOG,5,28,30,120,80,69,,13.1639,42.9835,
962,NDOG,5,38,40,120,80,69,,13.0726,67.1293,
963,NDOG,3,0,2,120,74,61,,13.1612,20.5586,
964,NDOG,3,14,16,120,74,61,,13.1482,61.8191,
965,NDOG,3,28,30,120,74,61,,13.1011,56.2308,
966,HART,3,0,2,150,63,48,,13.1326,19.8598,
967,HART,3,14,16,150,63,48,,13.0361,62.591,
968,HART,3,28,30,150,63,48,,13.0848,29.4678,
969,HART,3,48,50,150,63,48,,13.36,29.5182,
970,HART,3,74,76,150,63,48,,13.0948,63.0335,
971,HART,3,93,95,150,63,48,,13.2253,31.2681,
972,HART,2,0,2,150,61,37,,13.1581,19.1795,
973,HART,2,14,16,150,61,37,,13.152,30.0707,
974,HART,2,28,30,150,61,37,,13.3586,31.0427,
975,HART,2,48,50,150,61,37,,12.9768,30.431,
976,HART,2,74,76,150,61,37,,13.2798,38.0062,
977,HART,2,96,98,150,61,37,,13.1878,41.4377,
978,HART,4,0,2,150,60,42,,13.1592,20.4408,
979,HART,4,14,16,150,60,42,,13.1678,30.1847,
980,HART,4,28,30,150,60,42,,13.2351,39.0731,
981,HART,4,48,50,150,60,42,,13.3036,39.2467,
982,HART,4,74,76,150,60,42,,13.0075,67.5096,
983,LARA,2,0,2,77,13,9,,13.2594,19.7588,
984,LARA,2,14,16,77,13,9,,13.2571,54.1706,
985,LARA,2,28,30,77,13,9,,13.2407,75.626,
986,LARA,2,44,46,77,13,9,,13.1357,86.1097,
987,LARA,3,0,2,75,12,2,,13.0151,34.1716,
988,LARA,3,14,16,75,12,2,,13.0865,64.4696,
989,LARA,3,28,30,75,12,2,,13.0497,82.0358,
990,LARA,4,0,2,75,11,10,,13.3614,29.4421,
991,LARA,4,14,16,75,11,10,,12.9828,60.0593,
992,LARA,4,28,30,75,11,10,,13.014,81.1575,
993,LARA,4,48,50,75,11,10,,13.1385,90.7095,
994,KIBI,1,0,2,75,50,42,,13.0885,33.1706,
995,KIBI,1,14,16,75,50,42,,13.1367,45.9848,
996,KIBI,2,0,2,73,46,43,,13.1556,46.9164,
997,KIBI,2,14,16,73,46,43,,13.129,49.8088,
998,KIBI,3,0,2,60,29.5,25,,13.0735,33.2523,
999,KIBI,3,14,16,60,29.5,25,,13.2059,42.6635,
1000,KIBI,3,26,28,60,29.5,25,,13.0553,62.668,
1001,CABG,3,0,2,150,45,7,,13.1044,29.5227,
1002,CABG,3,14,16,150,45,7,,13.0361,25.6815,
1003,CABG,3,28,30,150,45,7,,13.1358,23.4645,
1004,CABG,3,48,50,150,45,7,,13.162,24.0581,
1005,CABG,3,74,76,150,45,7,,13.1816,37.9731,
1006,CABG,3,94,96,150,45,7,,13.0525,28.1432,
1007,CABG,4,0,2,150,73,10,,13.0255,23.2042,
1008,CABG,4,14,16,150,73,10,,13.2045,22.5122,
1009,CABG,4,28,30,150,73,10,,13.1419,23.4081,
1010,CABG,4,48,50,150,73,10,,13.0477,23.8355,
1011,CABG,4,74,76,150,73,10,,13.0422,24.28,
1012,CABG,5,0,2,150,48,9,,13.1418,25.569,
1013,CABG,5,14,16,150,48,9,,13.1648,27.1965,
1014,CABG,5,28,30,150,48,9,,13.0781,27.3253,
1015,CABG,5,48,50,150,48,9,,13.3094,29.2464,
1016,CABG,5,74,76,150,48,9,,13.0503,31.7966,
1017,CABG,5,98,100,150,48,9,,13.003,27.1288,
1018,CLYD,3,0,2,60,29.25,12,,13.0737,26.636,
1019,CLYD,3,14,16,60,29.25,12,,13.238,48.1504,
1020,CLYD,5,0,2,59,30,12,,13.1248,24.528,
1021,CLYD,5,14,16,59,30,12,,13.0565,52.1421,
