SAMPLE_ID,CORE_LABEL,CORE_NO,UPPER_SAMPLE_DEPTH,LOWER_SAMPLE_DEPTH,CORE_LENGTH,HEIGHT_IN,HEIGHT_OUT,COMPACTION_FACTOR,CONTAINER_WEIGHT,SAMPLE_CONTAINER_DRYWEIGHT,NOTES2
1022,CLYD,2,0,2,60,28.5,12,,13.1248,24.0106,
1023,CLYD,2,14,16,60,28.5,12,,13.1241,62.6102,
1024,BEAT,2,0,2,75,12,9,,13.2209,23.3266,
1025,BEAT,2,14,16,75,12,9,,13.3876,44.3758,
1026,BEAT,2,28,30,75,12,9,,13.1405,85.3611,
1027,BEAT,2,48,50,75,12,9,,13.0599,100.6911,
1028,BEAT,5,0,2,75,11,8,,13.0584,25.8384,
1029,BEAT,5,14,16,75,11,8,,13.2116,40.4712,
1030,BEAT,5,28,30,75,11,8,,13.254,68.4011,
1031,BEAT,5,48,50,75,11,8,,13.0667,90.7784,
1032,BEAT,1,0,2,75,10,7,,13.0597,27.7493,
1033,BEAT,1,14,16,75,10,7,,13.3604,40.8324,
1034,BEAT,1,28,30,75,10,7,,13.1264,91.1602,
1035,BEAT,1,48,50,75,10,7,,13.1389,83.6189,
1036,BEAT,1,58,60,75,10,7,,13.1377,80.6937,
1037,YEER,4,0,2,62,27,20,,0,11.8007,DRY WEIGHT RECORDED DIRECTLY
1038,YEER,4,14,16,62,27,20,,0,51.0582,DRY WEIGHT RECORDED DIRECTLY
1039,YEER,4,28,30,62,27,20,,0,66.0899,DRY WEIGHT RECORDED DIRECTLY
1040,YEER,2,0,2,119.5,88,84,,0,21.8814,DRY WEIGHT RECORDED DIRECTLY
1041,YEER,2,14,16,119.5,88,84,,0,38.5933,DRY WEIGHT RECORDED DIRECTLY
1042,YEER,2,28,30,119.5,88,84,,0,71.5098,DRY WEIGHT RECORDED DIRECTLY
1043,YEER,1,0,2,120,57,54,,0,14.8968,DRY WEIGHT RECORDED DIRECTLY
1044,YEER,1,14,16,120,57,54,,0,35.9173,DRY WEIGHT RECORDED DIRECTLY
1045,YEER,1,28,30,120,57,54,,0,70.3439,DRY WEIGHT RECORDED DIRECTLY
1046,YEER,1,48,50,120,57,54,,0,71.2851,DRY WEIGHT RECORDED DIRECTLY
1047,YEER,1,58,60,120,57,54,,0,70.5416,DRY WEIGHT RECORDED DIRECTLY
1048,TONY,3,0,2,61,19,18,,0,9.2873,DRY WEIGHT RECORDED DIRECTLY
1049,TONY,3,14,16,61,19,18,,0,37.6847,DRY WEIGHT RECORDED DIRECTLY
1050,TONY,3,28,30,61,19,18,,0,57.5194,DRY WEIGHT RECORDED DIRECTLY
1051,TONY,3,38,40,61,19,18,,0,62.3419,DRY WEIGHT RECORDED DIRECTLY
1052,TONY,1,0,2,62,16,12,,0,12.4215,DRY WEIGHT RECORDED DIRECTLY
1053,TONY,1,14,16,62,16,12,,0,43.2085,DRY WEIGHT RECORDED DIRECTLY
1054,TONY,1,28,30,62,16,12,,0,59.3249,DRY WEIGHT RECORDED DIRECTLY
1055,TONY,1,38,40,62,16,12,,0,54.2219,DRY WEIGHT RECORDED DIRECTLY
1056,TONY,2,0,2,59.5,27,22,,0,5.1007,DRY WEIGHT RECORDED DIRECTLY
1057,TONY,2,14,16,59.5,27,22,,0,25.2532,DRY WEIGHT RECORDED DIRECTLY
1058,HOWS,1,0,2,60,15,5,,0,10.8438,DRY WEIGHT RECORDED DIRECTLY
1059,HOWS,1,14,16,60,15,5,,0,37.1115,DRY WEIGHT RECORDED DIRECTLY
1060,HOWS,1,28,30,60,15,5,,0,43.3873,DRY WEIGHT RECORDED DIRECTLY
1061,HOWS,1,38,40,60,15,5,,0,45.4287,DRY WEIGHT RECORDED DIRECTLY
1062,HOWS,2,0,2,60,50,45,,0,5.1854,DRY WEIGHT RECORDED DIRECTLY
1063,HOWS,3,0,2,61,24,8,,0,4.4905,DRY WEIGHT RECORDED DIRECTLY
1064,HOWS,3,14,16,61,24,8,,0,16.0297,DRY WEIGHT RECORDED DIRECTLY
1065,HOWS,3,28,30,61,24,8,,0,25.8858,DRY WEIGHT RECORDED DIRECTLY
1066,HOWI,3,0,2,152,79,63,,0,14.8928,DRY WEIGHT RECORDED DIRECTLY
1067,HOWI,3,14,16,152,79,63,,0,42.7887,DRY WEIGHT RECORDED DIRECTLY
1068,HOWI,3,28,30,152,79,63,,0,53.2796,DRY WEIGHT RECORDED DIRECTLY
1069,HOWI,3,48,50,152,79,63,,0,68.6864,DRY WEIGHT RECORDED DIRECTLY
1070,HOWI,3,58,60,152,79,63,,0,65.9124,DRY WEIGHT RECORDED DIRECTLY
1071,HOWI,7,0,2,148,70,46,,0,9.6319,DRY WEIGHT RECORDED DIRECTLY
1072,HOWI,7,14,16,148,70,46,,0,14.6786,DRY WEIGHT RECORDED DIRECTLY
1073,HOWI,7,28,30,148,70,46,,0,21.1809,DRY WEIGHT RECORDED DIRECTLY
1074,HOWI,7,48,50,148,70,46,,0,54.1283,DRY WEIGHT RECORDED DIRECTLY
1075,HOWI,8,0,2,149.5,110,57,,0,7.46,DRY WEIGHT RECORDED DIRECTLY
1076,HOWI,8,28,30,149.5,110,57,,0,71.2204,DRY WEIGHT RECORDED DIRECTLY
1077,MOOR,5,0,2,59.5,6,4,,0,23.1207,DRY WEIGHT RECORDED DIRECTLY
1078,MOOR,5,14,16,59.5,6,4,,0,50.7229,DRY WEIGHT RECORDED DIRECTLY
1079,MOOR,5,28,30,59.5,6,4,,0,69.3162,DRY WEIGHT RECORDED DIRECTLY
1080,MOOR,5,48,50,59.5,6,4,,0,66.9626,DRY WEIGHT RECORDED DIRECTLY
1081,MOOR,3,0,2,63,10,7,,0,28.6186,DRY WEIGHT RECORDED DIRECTLY
1082,MOOR,3,14,16,63,10,7,,0,54.4671,DRY WEIGHT RECORDED DIRECTLY
1083,MOOR,3,28,30,63,10,7,,0,69.9598,DRY WEIGHT RECORDED DIRECTLY
1084,MOOR,3,48,50,63,10,7,,0,67.2468,DRY WEIGHT RECORDED DIRECTLY
1085,MOOR,4,0,2,59.5,8,7,,0,17.1531,DRY WEIGHT RECORDED DIRECTLY
1086,MOOR,4,14,16,59.5,8,7,,0,62.4485,DRY WEIGHT RECORDED DIRECTLY
1087,MOOR,4,28,30,59.5,8,7,,0,55.3351,DRY WEIGHT RECORDED DIRECTLY
1088,MOOR,4,48,50,59.5,8,7,,0,77.6404,DRY WEIGHT RECORDED DIRECTLY
1089,HOLY,5,0,2,120,35,31,,0,26.3269,DRY WEIGHT RECORDED DIRECTLY
1090,HOLY,5,14,16,120,35,31,,0,57.1785,DRY WEIGHT RECORDED DIRECTLY
1091,HOLY,5,28,30,120,35,31,,0,57.7392,DRY WEIGHT RECORDED DIRECTLY
1092,HOLY,5,48,50,120,35,31,,0,61.1775,DRY WEIGHT RECORDED DIRECTLY
1093,HOLY,5,74,76,120,35,31,,0,67.8228,DRY WEIGHT RECORDED DIRECTLY
1094,PURR,2,0,2,120,42,10,,0,18.2989,DRY WEIGHT RECORDED DIRECTLY
1095,PURR,2,14,16,120,42,10,,0,20.0547,DRY WEIGHT RECORDED DIRECTLY
1096,PURR,2,28,30,120,42,10,,0,20.2186,DRY WEIGHT RECORDED DIRECTLY
1097,PURR,2,48,50,120,42,10,,0,28.1072,DRY WEIGHT RECORDED DIRECTLY
1098,PURR,2,74,76,120,42,10,,0,38.0933,DRY WEIGHT RECORDED DIRECTLY
1099,CLYD,3,26,28,60,29.25,12,,13.2828,57.3355,
2051,DAMV,2,0,2,150,66,55,,0,4.0997,DRY WEIGHT RECORDED DIRECTLY
2052,DAMV,2,14,16,150,66,55,,0,7.8341,DRY WEIGHT RECORDED DIRECTLY
2053,DAMV,2,28,30,150,66,55,,0,52.1995,DRY WEIGHT RECORDED DIRECTLY
2054,DAMV,2,48,50,150,66,55,,0,52.1795,DRY WEIGHT RECORDED DIRECTLY
2055,DAMV,2,74,76,150,66,55,,0,44.5332,DRY WEIGHT RECORDED DIRECTLY
2056,DAMV,3,0,2,150,75,39,,0,3.9228,DRY WEIGHT RECORDED DIRECTLY
2057,DAMV,3,14,16,150,75,39,,0,2.0399,DRY WEIGHT RECORDED DIRECTLY
2058,DAMV,3,28,30,150,75,39,,0,2.6733,DRY WEIGHT RECORDED DIRECTLY
2059,DAMV,3,48,50,150,75,39,,0,7.2967,DRY WEIGHT RECORDED DIRECTLY
2060,DAMV,3,74,76,150,75,39,,0,67.8727,DRY WEIGHT RECORDED DIRECTLY
2061,DAMV,4,0,2,150,75,47,,0,3.5446,DRY WEIGHT RECORDED DIRECTLY
2062,DAMV,4,14,16,150,75,47,,0,3.5888,DRY WEIGHT RECORDED DIRECTLY
2063,DAMV,4,28,30,150,75,47,,0,3.5602,DRY WEIGHT RECORDED DIRECTLY
2064,DAMV,4,48,50,150,75,47,,0,7.5843,DRY WEIGHT RECORDED DIRECTLY
2065,DAMV,4,72,74,150,75,47,,0,28.662,DRY WEIGHT RECORDED DIRECTLY
2066,STPL,2,0,2,120,55,39,,0,27.4747,DRY WEIGHT RECORDED DIRECTLY
2067,STPL,2,14,16,120,55,39,,0,58.435,DRY WEIGHT RECORDED DIRECTLY
2068,STPL,2,28,30,120,55,39,,0,53.2987,DRY WEIGHT RECORDED DIRECTLY
2069,STPL,2,48,50,120,55,39,,0,64.7104,DRY WEIGHT RECORDED DIRECTLY
2070,STPL,2,61,63,120,55,39,,0,53.4917,DRY WEIGHT RECORDED DIRECTLY
2071,STPL,3,0,2,120,67,40,,0,35.9651,DRY WEIGHT RECORDED DIRECTLY
2072,STPL,3,14,16,120,67,40,,0,64.1806,DRY WEIGHT RECORDED DIRECTLY
2073,STPL,3,28,30,120,67,40,,0,61.8155,DRY WEIGHT RECORDED DIRECTLY
2074,STPL,3,48,50,120,67,40,,0,62.6574,DRY WEIGHT RECORDED DIRECTLY
2075,STPL,3,58,60,120,67,40,,0,60.6893,DRY WEIGHT RECORDED DIRECTLY
2076,STPL,5,0,2,120,60,52,,0,16.8638,DRY WEIGHT RECORDED DIRECTLY
2077,STPL,5,14,16,120,60,52,,0,52.1554,DRY WEIGHT RECORDED DIRECTLY
2078,STPL,5,28,30,120,60,52,,0,53.932,DRY WEIGHT RECORDED DIRECTLY
2079,STPL,5,48,50,120,60,52,,0,53.8034,DRY WEIGHT RECORDED DIRECTLY
2080,STPL,5,64,66,120,60,52,,0,61.1745,DRY WEIGHT RECORDED DIRECTLY
2081,BUNY,1,0,2,120,38,5,,0,7.533,DRY WEIGHT RECORDED DIRECTLY
2082,BUNY,1,14,16,120,38,5,,0,11.7455,DRY WEIGHT RECORDED DIRECTLY
2083,BUNY,1,28,30,120,38,5,,0,5.7983,DRY WEIGHT RECORDED DIRECTLY
2084,BUNY,1,48,50,120,38,5,,0,6.2062,DRY WEIGHT RECORDED DIRECTLY
2085,BUNY,1,74,76,120,38,5,,0,9.0583,DRY WEIGHT RECORDED DIRECTLY
2086,BUNY,2,0,2,120,68,40,,0,10.2989,DRY WEIGHT RECORDED DIRECTLY
2087,BUNY,2,14,16,120,68,40,,0,35.6809,DRY WEIGHT RECORDED DIRECTLY
2088,BUNY,2,28,30,120,68,40,,0,41.4132,DRY WEIGHT RECORDED DIRECTLY
2089,BUNY,2,41,43,120,68,40,,0,68.9179,DRY WEIGHT RECORDED DIRECTLY
2090,BUNY,4,0,2,120,29,11,,0,14.9605,DRY WEIGHT RECORDED DIRECTLY
2091,BUNY,4,14,16,120,29,11,,0,16.7653,DRY WEIGHT RECORDED DIRECTLY
2092,BUNY,4,28,30,120,29,11,,0,18.6066,DRY WEIGHT RECORDED DIRECTLY
2093,BUNY,4,48,50,120,29,11,,0,39.1082,DRY WEIGHT RECORDED DIRECTLY
2094,BUNY,4,69,71,120,29,11,,0,59.4285,DRY WEIGHT RECORDED DIRECTLY
2095,WYND,3,2,4,120,88,85,,0,34.8914,DRY WEIGHT RECORDED DIRECTLY
2096,WYND,3,14,16,120,88,85,,0,55.2246,DRY WEIGHT RECORDED DIRECTLY
2097,WYND,3,30,32,120,88,85,,0,55.2668,DRY WEIGHT RECORDED DIRECTLY
2098,WYND,4,0,2,120,89,83,,0,14.3262,DRY WEIGHT RECORDED DIRECTLY
2099,WYND,4,14,16,120,89,83,,0,61.474,DRY WEIGHT RECORDED DIRECTLY
2100,WYND,4,28,30,120,89,83,,0,51.8312,DRY WEIGHT RECORDED DIRECTLY
2101,WYND,5,0,2,120,88,78,,0,18.0894,DRY WEIGHT RECORDED DIRECTLY
2102,WYND,5,14,16,120,88,78,,0,53.5523,DRY WEIGHT RECORDED DIRECTLY
2103,WYND,5,28,30,120,88,78,,0,64.0303,DRY WEIGHT RECORDED DIRECTLY
2104,LANG,1,0,2,150,30,0,,0,8.8008,DRY WEIGHT RECORDED DIRECTLY
2105,LANG,1,14,16,150,30,0,,0,8.0184,DRY WEIGHT RECORDED DIRECTLY
2106,LANG,1,28,30,150,30,0,,0,6.5614,DRY WEIGHT RECORDED DIRECTLY
2107,LANG,1,48,50,150,30,0,,0,4.5255,DRY WEIGHT RECORDED DIRECTLY
2108,LANG,1,74,76,150,30,0,,0,4.4565,DRY WEIGHT RECORDED DIRECTLY
2109,LANG,1,98,100,150,30,0,,0,4.7493,DRY WEIGHT RECORDED DIRECTLY
2110,LANG,2,0,2,150,50,6,,0,6.6608,DRY WEIGHT RECORDED DIRECTLY
2111,LANG,2,14,16,150,50,6,,0,7.4478,DRY WEIGHT RECORDED DIRECTLY
2112,LANG,2,28,30,150,50,6,,0,7.5882,DRY WEIGHT RECORDED DIRECTLY
2113,LANG,2,48,50,150,50,6,,0,5.5776,DRY WEIGHT RECORDED DIRECTLY
2114,LANG,2,60,62,150,50,6,,0,7.4952,DRY WEIGHT RECORDED DIRECTLY
2115,LANG,4,0,2,150,50,24,,0,5.9441,DRY WEIGHT RECORDED DIRECTLY
2116,LANG,4,14,16,150,50,24,,0,7.6024,DRY WEIGHT RECORDED DIRECTLY
2117,LANG,4,28,30,150,50,24,,0,6.2702,DRY WEIGHT RECORDED DIRECTLY
2118,LANG,4,48,50,150,50,24,,0,5.5907,DRY WEIGHT RECORDED DIRECTLY
2119,LANG,4,74,76,150,50,24,,0,7.1986,DRY WEIGHT RECORDED DIRECTLY
2120,LANG,4,95,97,150,50,24,,0,31.9512,DRY WEIGHT RECORDED DIRECTLY
2121,LANG,5,0,2,150,35,10,,0,7.2286,DRY WEIGHT RECORDED DIRECTLY
2122,LANG,5,14,16,150,35,10,,0,6.755,DRY WEIGHT RECORDED DIRECTLY
2123,LANG,5,28,30,150,35,10,,0,6.7736,DRY WEIGHT RECORDED DIRECTLY
2124,LANG,5,48,50,150,35,10,,0,6.2734,DRY WEIGHT RECORDED DIRECTLY
2125,LANG,5,68,70,150,35,10,,0,34.9044,DRY WEIGHT RECORDED DIRECTLY
2126,BONE,2,0,2,120,88,76,,0,7.8112,DRY WEIGHT RECORDED DIRECTLY
2127,BONE,2,14,16,120,88,76,,0,31.0116,DRY WEIGHT RECORDED DIRECTLY
2128,BONE,2,28,30,120,88,76,,0,29.0427,DRY WEIGHT RECORDED DIRECTLY
2129,BONE,4,0,2,120,60,17,,0,9.1977,DRY WEIGHT RECORDED DIRECTLY
2130,BONE,4,14,16,120,60,17,,0,23.9415,DRY WEIGHT RECORDED DIRECTLY
2131,BONE,4,28,30,120,60,17,,0,20.6871,DRY WEIGHT RECORDED DIRECTLY
2132,BONE,4,48,50,120,60,17,,0,9.9426,DRY WEIGHT RECORDED DIRECTLY
2133,BONE,5,0,2,120,75,43,,0,8.9414,DRY WEIGHT RECORDED DIRECTLY
2134,BONE,5,14,16,120,75,43,,0,26.4267,DRY WEIGHT RECORDED DIRECTLY
2135,BONE,5,28,30,120,75,43,,0,28.5035,DRY WEIGHT RECORDED DIRECTLY
2136,BONE,5,38,40,120,75,43,,0,12.8326,DRY WEIGHT RECORDED DIRECTLY
2137,SEAF,1,0,2,120,41,12,,0,7.0908,DRY WEIGHT RECORDED DIRECTLY
2138,SEAF,1,14,16,120,41,12,,0,18.0487,DRY WEIGHT RECORDED DIRECTLY
2139,SEAF,1,28,30,120,41,12,,0,62.9586,DRY WEIGHT RECORDED DIRECTLY
2140,SEAF,1,48,50,120,41,12,,0,64.2194,DRY WEIGHT RECORDED DIRECTLY
2141,SEAF,1,72,74,120,41,12,,0,61.5721,DRY WEIGHT RECORDED DIRECTLY
2142,SEAF,2,0,2,117,33,8,,0,12.0926,DRY WEIGHT RECORDED DIRECTLY
2143,SEAF,2,14,16,117,33,8,,0,21.3136,DRY WEIGHT RECORDED DIRECTLY
2144,SEAF,2,28,30,117,33,8,,0,58.1456,DRY WEIGHT RECORDED DIRECTLY
2145,SEAF,2,48,50,117,33,8,,0,34.9269,DRY WEIGHT RECORDED DIRECTLY
2146,SEAF,2,74,76,117,33,8,,0,55.2056,DRY WEIGHT RECORDED DIRECTLY
2147,SEAF,4,0,2,120,37,10,,0,5.9789,DRY WEIGHT RECORDED DIRECTLY
2148,SEAF,4,14,16,120,37,10,,0,16.8102,DRY WEIGHT RECORDED DIRECTLY
2149,SEAF,4,28,30,120,37,10,,0,56.2392,DRY WEIGHT RECORDED DIRECTLY
2150,SEAF,4,48,50,120,37,10,,0,44.3573,DRY WEIGHT RECORDED DIRECTLY
2151,SEAF,4,74,76,120,37,10,,0,33.1183,DRY WEIGHT RECORDED DIRECTLY
2152,EWIN,3,0,2,150,40,16,,0,4.5202,DRY WEIGHT RECORDED DIRECTLY
2153,EWIN,3,14,16,150,40,16,,0,33.3519,DRY WEIGHT RECORDED DIRECTLY
2154,EWIN,3,28,30,150,40,16,,0,33.3617,DRY WEIGHT RECORDED DIRECTLY
2155,EWIN,3,48,50,150,40,16,,0,40.6639,DRY WEIGHT RECORDED DIRECTLY
2156,EWIN,3,74,76,150,40,16,,0,76.3504,DRY WEIGHT RECORDED DIRECTLY
2157,EWIN,3,98,100,150,40,16,,0,78.0608,DRY WEIGHT RECORDED DIRECTLY
2158,EWIN,3,105,107,150,40,16,,0,64.5572,DRY WEIGHT RECORDED DIRECTLY
2159,EWIN,4,0,2,150,30,10,,0,2.5887,DRY WEIGHT RECORDED DIRECTLY
2160,EWIN,4,14,16,150,30,10,,0,15.9878,DRY WEIGHT RECORDED DIRECTLY
2161,EWIN,4,28,30,150,30,10,,0,38.6618,DRY WEIGHT RECORDED DIRECTLY
2162,EWIN,4,48,50,150,30,10,,0,51.0826,DRY WEIGHT RECORDED DIRECTLY
2163,EWIN,4,74,76,150,30,10,,0,67.3405,DRY WEIGHT RECORDED DIRECTLY
2164,EWIN,4,98,100,150,30,10,,0,62.4618,DRY WEIGHT RECORDED DIRECTLY
2165,EWIN,4,117,119,150,30,10,,0,63.2111,DRY WEIGHT RECORDED DIRECTLY
2166,EWIN,5,0,2,150,33,15,,0,2.2877,DRY WEIGHT RECORDED DIRECTLY
2167,EWIN,5,14,16,150,33,15,,0,16.4416,DRY WEIGHT RECORDED DIRECTLY
2168,EWIN,5,28,30,150,33,15,,0,25.8129,DRY WEIGHT RECORDED DIRECTLY
2169,EWIN,5,48,50,150,33,15,,0,60.2113,DRY WEIGHT RECORDED DIRECTLY
2170,EWIN,5,74,76,150,33,15,,0,67.5688,DRY WEIGHT RECORDED DIRECTLY
2171,EWIN,5,98,100,150,33,15,,0,67.3018,DRY WEIGHT RECORDED DIRECTLY
2172,EWIN,5,110,112,150,33,15,,0,50.5548,DRY WEIGHT RECORDED DIRECTLY
2173,BLCH,1,0,2,110,83,73,,0,20.0822,DRY WEIGHT RECORDED DIRECTLY
2174,BLCH,1,14,16,110,83,73,,0,49.2095,DRY WEIGHT RECORDED DIRECTLY
2175,BLCH,1,28,30,110,83,73,,0,65.8609,DRY WEIGHT RECORDED DIRECTLY
2176,BLCH,1,35,37,110,83,73,,0,61.1447,DRY WEIGHT RECORDED DIRECTLY
2177,BLCH,2,0,2,60,19,16,,0,5.5641,DRY WEIGHT RECORDED DIRECTLY
2178,BLCH,2,14,16,60,19,16,,0,63.6267,DRY WEIGHT RECORDED DIRECTLY
2179,BLCH,2,28,30,60,19,16,,0,70.9835,DRY WEIGHT RECORDED DIRECTLY
2180,BLCH,2,38.5,40.5,60,19,16,,0,65.392,DRY WEIGHT RECORDED DIRECTLY
2181,BLCH,3,0,2,60,17,10,,0,15.7899,DRY WEIGHT RECORDED DIRECTLY
2182,BLCH,3,14,16,60,17,10,,0,56.7071,DRY WEIGHT RECORDED DIRECTLY
2183,BLCH,3,28,30,60,17,10,,0,60.2184,DRY WEIGHT RECORDED DIRECTLY
2184,BLCH,3,41,43,60,17,10,,0,59.7928,DRY WEIGHT RECORDED DIRECTLY
2185,ECHO,2,0,2,120,37,16,,0,2.7004,DRY WEIGHT RECORDED DIRECTLY
2186,ECHO,2,14,16,120,37,16,,0,14.9518,DRY WEIGHT RECORDED DIRECTLY
2187,ECHO,2,28,30,120,37,16,,0,69.2308,DRY WEIGHT RECORDED DIRECTLY
2188,ECHO,2,48,50,120,37,16,,0,50.5744,DRY WEIGHT RECORDED DIRECTLY
2189,ECHO,2,74,76,120,37,16,,0,62.3437,DRY WEIGHT RECORDED DIRECTLY
2190,ECHO,2,78,80,120,37,16,,0,65.437,DRY WEIGHT RECORDED DIRECTLY
2191,ECHO,3,0,2,120,52,27,,0,11.0913,DRY WEIGHT RECORDED DIRECTLY
2192,ECHO,3,14,16,120,52,27,,0,21.6971,DRY WEIGHT RECORDED DIRECTLY
2193,ECHO,3,28,30,120,52,27,,0,25.3757,DRY WEIGHT RECORDED DIRECTLY
2194,ECHO,3,48,50,120,52,27,,0,16.9205,DRY WEIGHT RECORDED DIRECTLY
2195,ECHO,3,58,60,120,52,27,,0,43.568,DRY WEIGHT RECORDED DIRECTLY
2196,ECHO,4,0,2,120,52,26,,0,3.8118,DRY WEIGHT RECORDED DIRECTLY
2197,ECHO,4,14,16,120,52,26,,0,10.7201,DRY WEIGHT RECORDED DIRECTLY
2198,ECHO,4,28,30,120,52,26,,0,28.4329,DRY WEIGHT RECORDED DIRECTLY
2199,ECHO,4,48,50,120,52,26,,0,50.288,DRY WEIGHT RECORDED DIRECTLY
2200,ECHO,4,60,62,120,52,26,,0,61.8947,DRY WEIGHT RECORDED DIRECTLY
2201,CURL,3,0,2,150,77,33,,0,9.8432,DRY WEIGHT RECORDED DIRECTLY
2202,CURL,3,14,16,150,77,33,,0,9.4207,DRY WEIGHT RECORDED DIRECTLY
2203,CURL,3,28,30,150,77,33,,0,10.4554,DRY WEIGHT RECORDED DIRECTLY
2204,CURL,3,48,50,150,77,33,,0,5.567,DRY WEIGHT RECORDED DIRECTLY
2205,CURL,3,61,63,150,77,33,,0,30.9257,DRY WEIGHT RECORDED DIRECTLY
2206,CURL,4,0,2,150,88,38,,0,7.5261,DRY WEIGHT RECORDED DIRECTLY
2207,CURL,4,14,16,150,88,38,,0,7.2501,DRY WEIGHT RECORDED DIRECTLY
2208,CURL,4,28,30,150,88,38,,0,8.7747,DRY WEIGHT RECORDED DIRECTLY
2209,CURL,4,48,50,150,88,38,,0,17.276,DRY WEIGHT RECORDED DIRECTLY
2210,CURL,4,53,55,150,88,38,,0,29.064,DRY WEIGHT RECORDED DIRECTLY
2211,CURL,5,0,2,150,50,15,,0,12.4749,DRY WEIGHT RECORDED DIRECTLY
2212,CURL,5,14,16,150,50,15,,0,11.6887,DRY WEIGHT RECORDED DIRECTLY
2213,CURL,5,28,30,150,50,15,,0,9.3625,DRY WEIGHT RECORDED DIRECTLY
2214,CURL,5,48,50,150,50,15,,0,8.076,DRY WEIGHT RECORDED DIRECTLY
2215,CURL,5,74,76,150,50,15,,0,64.0722,DRY WEIGHT RECORDED DIRECTLY
2216,CURL,5,98,100,150,50,15,,0,69.6173,DRY WEIGHT RECORDED DIRECTLY
2217,RHYL,1,0,2,150,60,38,,0,12.4401,DRY WEIGHT RECORDED DIRECTLY
2218,RHYL,1,14,16,150,60,38,,0,6.4239,DRY WEIGHT RECORDED DIRECTLY
2219,RHYL,1,28,30,150,60,38,,0,39.6889,DRY WEIGHT RECORDED DIRECTLY
2220,RHYL,1,48,50,150,60,38,,0,65.2389,DRY WEIGHT RECORDED DIRECTLY
2221,RHYL,1,74,76,150,60,38,,0,82.3988,DRY WEIGHT RECORDED DIRECTLY
2222,RHYL,1,81,83,150,60,38,,0,86.8766,DRY WEIGHT RECORDED DIRECTLY
2223,RHYL,2,0,2,150,68,42,,0,15.2104,DRY WEIGHT RECORDED DIRECTLY
2224,RHYL,2,14,16,150,68,42,,0,7.8003,DRY WEIGHT RECORDED DIRECTLY
2225,RHYL,2,28,30,150,68,42,,0,30.0108,DRY WEIGHT RECORDED DIRECTLY
2226,RHYL,2,48,50,150,68,42,,0,56.5399,DRY WEIGHT RECORDED DIRECTLY
2227,RHYL,2,74,76,150,68,42,,0,65.1939,DRY WEIGHT RECORDED DIRECTLY
2228,RHYL,2,77,79,150,68,42,,0,69.8747,DRY WEIGHT RECORDED DIRECTLY
2229,RHYL,3,0,2,150,68,45,,0,16.0957,DRY WEIGHT RECORDED DIRECTLY
2230,RHYL,3,14,16,150,68,45,,0,7.8291,DRY WEIGHT RECORDED DIRECTLY
2231,RHYL,3,28,30,150,68,45,,0,56.8047,DRY WEIGHT RECORDED DIRECTLY
2232,RHYL,3,48,50,150,68,45,,0,62.1512,DRY WEIGHT RECORDED DIRECTLY
2233,RHYL,3,74,76,150,68,45,,0,61.4848,DRY WEIGHT RECORDED DIRECTLY
2234,RHYL,3,76,78,150,68,45,,0,62.4495,DRY WEIGHT RECORDED DIRECTLY
2235,LIRU,1,0,2,60,20,5,,0,13.0507,DRY WEIGHT RECORDED DIRECTLY
2236,LIRU,1,14,16,60,20,5,,0,34.5338,DRY WEIGHT RECORDED DIRECTLY
2237,LIRU,1,28,30,60,20,5,,0,65.117,DRY WEIGHT RECORDED DIRECTLY
2238,LIRU,1,38,40,60,20,5,,0,62.2477,DRY WEIGHT RECORDED DIRECTLY
2239,LIRU,2,0,2,60,35,22,,0,19.884,DRY WEIGHT RECORDED DIRECTLY
2240,LIRU,2,14,16,60,35,22,,0,61.5842,DRY WEIGHT RECORDED DIRECTLY
2241,LIRU,2,28,30,60,35,22,,0,49.2595,DRY WEIGHT RECORDED DIRECTLY
2242,LIRU,3,0,2,60,30,16,,0,18.8345,DRY WEIGHT RECORDED DIRECTLY
2243,LIRU,3,14,16,60,30,16,,0,56.548,DRY WEIGHT RECORDED DIRECTLY
2244,LIRU,3,28,30,60,30,16,,0,82.2754,DRY WEIGHT RECORDED DIRECTLY
2245,MORN,1,0,2,60,15,10,,0,20.6438,DRY WEIGHT RECORDED DIRECTLY
2246,MORN,1,14,16,60,15,10,,0,54.475,DRY WEIGHT RECORDED DIRECTLY
2247,MORN,1,28,30,60,15,10,,0,92.3333,DRY WEIGHT RECORDED DIRECTLY
2248,MORN,1,43,45,60,15,10,,0,68.1799,DRY WEIGHT RECORDED DIRECTLY
2249,MORN,4,0,2,69,21,16,,0,11.6953,DRY WEIGHT RECORDED DIRECTLY
2250,MORN,4,14,16,69,21,16,,0,45.4093,DRY WEIGHT RECORDED DIRECTLY
2251,MORN,4,28,30,69,21,16,,0,45.0781,DRY WEIGHT RECORDED DIRECTLY
2252,MORN,4,38,40,69,21,16,,0,74.6624,DRY WEIGHT RECORDED DIRECTLY
2253,MORN,5,0,2,50,9,6,,0,17.0457,DRY WEIGHT RECORDED DIRECTLY
2254,MORN,5,14,16,50,9,6,,0,51.0493,DRY WEIGHT RECORDED DIRECTLY
2255,MORN,5,28,30,50,9,6,,0,67.1485,DRY WEIGHT RECORDED DIRECTLY
2256,MORN,5,38,40,50,9,6,,0,65.592,DRY WEIGHT RECORDED DIRECTLY
